f_n,w,d,N,pi_s,div
829,4,14,40000,1.4,0.047335650501460574
829,5,14,40000,1.4,0.04734014332794593
829,6,14,40000,1.4,0.04733260168683805
829,7,14,40000,1.4,0.047334422145631855
829,8,14,40000,1.4,0.047337881654045386
829,9,14,40000,1.4,0.047338089518890784
829,10,14,40000,1.4,0.047335564930617656
829,11,14,40000,1.4,0.05174065594625405
829,12,14,40000,1.4,0.09942313901886185
829,13,14,40000,1.4,0.23842887575306376
829,14,14,40000,1.4,0.6442034768747205
829,15,14,40000,1.4,0.7681837715258306
830,0,14,40000,1.4,0.0500786151558661
830,1,14,40000,1.4,0.05031358383946791
830,2,14,40000,1.4,0.050106961540288215
830,3,14,40000,1.4,0.05007990549992944
830,4,14,40000,1.4,0.05008370609778388
830,5,14,40000,1.4,0.050081053016947916
830,6,14,40000,1.4,0.05008102225111343
830,7,14,40000,1.4,0.05008238725929289
830,8,14,40000,1.4,0.05008542542736396
830,9,14,40000,1.4,0.05008424216490381
830,10,14,40000,1.4,0.050083840385706936
830,11,14,40000,1.4,0.05393920860880476
830,12,14,40000,1.4,0.08331718267349042
830,13,14,40000,1.4,0.21046563746707989
830,14,14,40000,1.4,0.6260804340013939
830,15,14,40000,1.4,0.7549240761725475
831,0,14,40000,1.6,0.046341824529927175
831,1,14,40000,1.6,0.045891714843113815
831,2,14,40000,1.6,0.046274684655821956
831,3,14,40000,1.6,0.04632879714165412
831,4,14,40000,1.6,0.04633077851192976
831,5,14,40000,1.6,0.04633106138013302
831,6,14,40000,1.6,0.046330161176723256
831,7,14,40000,1.6,0.04632663987340491
831,8,14,40000,1.6,0.04633324808332182
831,9,14,40000,1.6,0.046337510631962786
831,10,14,40000,1.6,0.04631938955751771
831,11,14,40000,1.6,0.0478934085690568
831,12,14,40000,1.6,0.08663655540210227
831,13,14,40000,1.6,0.253465632838307
831,14,14,40000,1.6,0.639296536604134
831,15,14,40000,1.6,0.7568838245975767
832,0,14,40000,1.6,0.053727667430884696
832,1,14,40000,1.6,0.05357948131437438
832,2,14,40000,1.6,0.053692566434013024
832,3,14,40000,1.6,0.05373341234615567
832,4,14,40000,1.6,0.05373603877779193
832,5,14,40000,1.6,0.05373216221297674
832,6,14,40000,1.6,0.05373036161747798
832,7,14,40000,1.6,0.05372959476871732
832,8,14,40000,1.6,0.053741414348671614
832,9,14,40000,1.6,0.053732782504962114
832,10,14,40000,1.6,0.05373854687141552
832,11,14,40000,1.6,0.0575213081386742
832,12,14,40000,1.6,0.09422085329300262
832,13,14,40000,1.6,0.26208427340874557
832,14,14,40000,1.6,0.6300932983654074
832,15,14,40000,1.6,0.7463779540839238
833,0,14,40000,1.6,0.06598814506438665
833,1,14,40000,1.6,0.06543130725517214
833,2,14,40000,1.6,0.0659132488755724
833,3,14,40000,1.6,0.06596829116521462
833,4,14,40000,1.6,0.0659649391063813
833,5,14,40000,1.6,0.06597195268045647
833,6,14,40000,1.6,0.06596672978295494
833,7,14,40000,1.6,0.06596651283705882
833,8,14,40000,1.6,0.06596702788465995
833,9,14,40000,1.6,0.06596572121370801
833,10,14,40000,1.6,0.0659670853712411
833,11,14,40000,1.6,0.06723100355228895
833,12,14,40000,1.6,0.0974415728503645
833,13,14,40000,1.6,0.2738077282331564
833,14,14,40000,1.6,0.6553419785894447
833,15,14,40000,1.6,0.7626770064594391
834,0,14,40000,1.6,0.04781882543367744
834,1,14,40000,1.6,0.04756536302087286
834,2,14,40000,1.6,0.047793804809123965
834,3,14,40000,1.6,0.04780543602428157
834,4,14,40000,1.6,0.047804758643893774
834,5,14,40000,1.6,0.04780454152386051
834,6,14,40000,1.6,0.047808766541125904
834,7,14,40000,1.6,0.047805732640490935
834,8,14,40000,1.6,0.04780536123573029
834,9,14,40000,1.6,0.04781198146739598
834,10,14,40000,1.6,0.04781121856357144
834,11,14,40000,1.6,0.04934173254350203
834,12,14,40000,1.6,0.08622355600611684
834,13,14,40000,1.6,0.238361816823173
834,14,14,40000,1.6,0.6207826617753648
834,15,14,40000,1.6,0.743506211842791
835,0,14,40000,1.6,0.047469701459923644
835,1,14,40000,1.6,0.04733803218467845
835,2,14,40000,1.6,0.04745667963069914
835,3,14,40000,1.6,0.04748030331007591
835,4,14,40000,1.6,0.04747617012174741
835,5,14,40000,1.6,0.047483405963599845
835,6,14,40000,1.6,0.04748047857561244
835,7,14,40000,1.6,0.04747450664023699
835,8,14,40000,1.6,0.047473699250608556
835,9,14,40000,1.6,0.047473606070525365
835,10,14,40000,1.6,0.04748523815015145
835,11,14,40000,1.6,0.05021521449636929
835,12,14,40000,1.6,0.07737271997136033
835,13,14,40000,1.6,0.2345079065288548
835,14,14,40000,1.6,0.6140657542518495
835,15,14,40000,1.6,0.7374066268192633
836,0,14,40000,1.6,0.054315938523446204
836,1,14,40000,1.6,0.054081140795144804
836,2,14,40000,1.6,0.05426812064019063
836,3,14,40000,1.6,0.054316332505563336
836,4,14,40000,1.6,0.05431944333180468
836,5,14,40000,1.6,0.05431413190931688
836,6,14,40000,1.6,0.054318276055994354
836,7,14,40000,1.6,0.05432081172078563
836,8,14,40000,1.6,0.05432116956549865
836,9,14,40000,1.6,0.05432282138016791
836,10,14,40000,1.6,0.05430884139519023
836,11,14,40000,1.6,0.05670755675236413
836,12,14,40000,1.6,0.08672448096442735
836,13,14,40000,1.6,0.24477700617696374
836,14,14,40000,1.6,0.6242299559257067
836,15,14,40000,1.6,0.7453116915442874
837,0,14,40000,1.6,0.05222406846993008
837,1,14,40000,1.6,0.05198402646291157
837,2,14,40000,1.6,0.05218922142862951
837,3,14,40000,1.6,0.052223994563315355
837,4,14,40000,1.6,0.05222699104736549
837,5,14,40000,1.6,0.052225722094453586
837,6,14,40000,1.6,0.05222636043882929
837,7,14,40000,1.6,0.05222785325972294
837,8,14,40000,1.6,0.05222684639270932
837,9,14,40000,1.6,0.052228743716224144
837,10,14,40000,1.6,0.052226568732437674
837,11,14,40000,1.6,0.05414634903166319
837,12,14,40000,1.6,0.08229413781903433
837,13,14,40000,1.6,0.2349905108784715
837,14,14,40000,1.6,0.6136678189854151
837,15,14,40000,1.6,0.7376762978802475
838,0,14,40000,1.6,0.056673476695159555
838,1,14,40000,1.6,0.05560146438845509
838,2,14,40000,1.6,0.05653992946615775
838,3,14,40000,1.6,0.056681239211438264
838,4,14,40000,1.6,0.056679524269864
838,5,14,40000,1.6,0.05668508813884424
838,6,14,40000,1.6,0.056684983721538636
838,7,14,40000,1.6,0.05669417787027985
838,8,14,40000,1.6,0.05668626597757506
838,9,14,40000,1.6,0.05667284972875861
838,10,14,40000,1.6,0.05668394043686157
838,11,14,40000,1.6,0.05547207942945074
838,12,14,40000,1.6,0.08843428110366826
838,13,14,40000,1.6,0.2562722790281201
838,14,14,40000,1.6,0.6468275214881878
838,15,14,40000,1.6,0.7609584620294446
839,0,14,40000,1.6,0.05855327332238923
839,1,14,40000,1.6,0.05787791205719914
839,2,14,40000,1.6,0.05844939438608211
839,3,14,40000,1.6,0.058563960382629975
839,4,14,40000,1.6,0.05856652572599662
839,5,14,40000,1.6,0.05856413467483974
839,6,14,40000,1.6,0.05855642667204082
839,7,14,40000,1.6,0.058563126242038376
839,8,14,40000,1.6,0.05856915608992393
839,9,14,40000,1.6,0.05856672348368604
839,10,14,40000,1.6,0.05856407176498597
839,11,14,40000,1.6,0.060730588984697596
839,12,14,40000,1.6,0.09798907578600176
839,13,14,40000,1.6,0.26713088639188276
839,14,14,40000,1.6,0.6625196480424594
839,15,14,40000,1.6,0.7734745761111478
840,0,14,40000,1.6,0.051725403075992014
840,1,14,40000,1.6,0.05111734917273667
840,2,14,40000,1.6,0.051645110237275804
840,3,14,40000,1.6,0.05171753829174626
840,4,14,40000,1.6,0.05171774312213367
840,5,14,40000,1.6,0.051703310013943966
840,6,14,40000,1.6,0.051710583588008424
840,7,14,40000,1.6,0.051717891658796034
840,8,14,40000,1.6,0.05171607691845371
840,9,14,40000,1.6,0.05171340880021472
840,10,14,40000,1.6,0.05171988213231289
840,11,14,40000,1.6,0.05169463509944316
840,12,14,40000,1.6,0.08314288380155625
840,13,14,40000,1.6,0.24580168117059323
840,14,14,40000,1.6,0.6256931183582406
840,15,14,40000,1.6,0.7462547199118611
841,0,14,40000,1.8,0.17445378550347407
841,1,14,40000,1.8,0.1743148956646432
841,2,14,40000,1.8,0.1744719164008048
841,3,14,40000,1.8,0.17445510346543716
841,4,14,40000,1.8,0.1744534856065381
841,5,14,40000,1.8,0.1744576053004442
841,6,14,40000,1.8,0.17445640148468075
841,7,14,40000,1.8,0.17445445500553605
841,8,14,40000,1.8,0.1744525523862564
841,9,14,40000,1.8,0.1744547534471732
841,10,14,40000,1.8,0.1744549093225202
841,11,14,40000,1.8,0.17420812572642536
841,12,14,40000,1.8,0.17697938549258088
841,13,14,40000,1.8,0.28504379255185913
841,14,14,40000,1.8,0.6451128055982877
841,15,14,40000,1.8,0.7582068079674051
842,0,14,40000,1.8,0.051565009019978215
842,1,14,40000,1.8,0.051199510442645264
842,2,14,40000,1.8,0.05152668110427854
842,3,14,40000,1.8,0.05156189647549265
842,4,14,40000,1.8,0.05156292050093802
842,5,14,40000,1.8,0.05155094392362881
842,6,14,40000,1.8,0.05155460953107793
842,7,14,40000,1.8,0.05154343361102206
842,8,14,40000,1.8,0.05155030371478148
842,9,14,40000,1.8,0.0515532629750565
842,10,14,40000,1.8,0.0515668215266501
842,11,14,40000,1.8,0.053498695106250986
842,12,14,40000,1.8,0.10194109794434708
842,13,14,40000,1.8,0.30106692026339643
842,14,14,40000,1.8,0.6388917609979815
842,15,14,40000,1.8,0.7450324631606761
843,0,14,40000,1.8,0.06473030492518896
843,1,14,40000,1.8,0.06414019306336831
843,2,14,40000,1.8,0.06465552930289
843,3,14,40000,1.8,0.0647179927813487
843,4,14,40000,1.8,0.06471806920300127
843,5,14,40000,1.8,0.06471884375098863
843,6,14,40000,1.8,0.06471616539998397
843,7,14,40000,1.8,0.06471562042873297
843,8,14,40000,1.8,0.0647128305650761
843,9,14,40000,1.8,0.06472333852683948
843,10,14,40000,1.8,0.06471381251766158
843,11,14,40000,1.8,0.06756823980822256
843,12,14,40000,1.8,0.10139790206442699
843,13,14,40000,1.8,0.2890522068725253
843,14,14,40000,1.8,0.673008172329948
843,15,14,40000,1.8,0.7801544196876051
844,0,14,40000,1.8,0.04490838898017737
844,1,14,40000,1.8,0.044953353929197234
844,2,14,40000,1.8,0.04491232884870462
844,3,14,40000,1.8,0.044912585097942354
844,4,14,40000,1.8,0.0449236965526989
844,5,14,40000,1.8,0.04490979033791735
844,6,14,40000,1.8,0.04491181267592107
844,7,14,40000,1.8,0.04491115581146859
844,8,14,40000,1.8,0.044907515474556105
844,9,14,40000,1.8,0.044915636266065616
844,10,14,40000,1.8,0.04491015435003772
844,11,14,40000,1.8,0.04901664010269752
844,12,14,40000,1.8,0.0765068152130513
844,13,14,40000,1.8,0.24310413104329995
844,14,14,40000,1.8,0.5941604947145003
844,15,14,40000,1.8,0.7135810500338069
845,0,14,40000,1.8,0.04369557627667178
845,1,14,40000,1.8,0.04389859926108986
845,2,14,40000,1.8,0.04370881481246987
845,3,14,40000,1.8,0.043699573554293596
845,4,14,40000,1.8,0.04369860875621878
845,5,14,40000,1.8,0.043700428687120575
845,6,14,40000,1.8,0.043696738607575836
845,7,14,40000,1.8,0.04371039722558517
845,8,14,40000,1.8,0.04371074896607716
845,9,14,40000,1.8,0.043696075605113155
845,10,14,40000,1.8,0.04369860632013468
845,11,14,40000,1.8,0.048773289466703944
845,12,14,40000,1.8,0.0760629774982242
845,13,14,40000,1.8,0.24313289235229985
845,14,14,40000,1.8,0.5941745186761684
845,15,14,40000,1.8,0.7135810500338069
846,0,14,40000,1.8,0.05496747841952113
846,1,14,40000,1.8,0.05479296440097282
846,2,14,40000,1.8,0.0549409966841777
846,3,14,40000,1.8,0.054956356458342355
846,4,14,40000,1.8,0.05496316335530215
846,5,14,40000,1.8,0.054961831707464145
846,6,14,40000,1.8,0.054960347260955125
846,7,14,40000,1.8,0.05496119318044783
846,8,14,40000,1.8,0.05496499139587491
846,9,14,40000,1.8,0.054962806175854376
846,10,14,40000,1.8,0.05496811265522161
846,11,14,40000,1.8,0.0586994591739802
846,12,14,40000,1.8,0.10555628629034061
846,13,14,40000,1.8,0.28795064496394723
846,14,14,40000,1.8,0.6442804055222364
846,15,14,40000,1.8,0.750230370289353
847,0,14,40000,1.8,0.04468880271775618
847,1,14,40000,1.8,0.0445905381266006
847,2,14,40000,1.8,0.04466318407512685
847,3,14,40000,1.8,0.04469711779332251
847,4,14,40000,1.8,0.044698916499441986
847,5,14,40000,1.8,0.044701028367454196
847,6,14,40000,1.8,0.044695414138175286
847,7,14,40000,1.8,0.04469637819643181
847,8,14,40000,1.8,0.044704602322593594
847,9,14,40000,1.8,0.04470032678988399
847,10,14,40000,1.8,0.044692419822517676
847,11,14,40000,1.8,0.04897098889278537
847,12,14,40000,1.8,0.07784081519367865
847,13,14,40000,1.8,0.24477785122406603
847,14,14,40000,1.8,0.5950535708682666
847,15,14,40000,1.8,0.7135810500338069
848,0,14,40000,1.8,0.0840555789882852
848,1,14,40000,1.8,0.08414616946270659
848,2,14,40000,1.8,0.08405818813831958
848,3,14,40000,1.8,0.08405084369953908
848,4,14,40000,1.8,0.08405339999384207
848,5,14,40000,1.8,0.08405221932795258
848,6,14,40000,1.8,0.0840513228606817
848,7,14,40000,1.8,0.08405630504152828
848,8,14,40000,1.8,0.08404963135463904
848,9,14,40000,1.8,0.08405226612917177
848,10,14,40000,1.8,0.08405900606483191
848,11,14,40000,1.8,0.08923347768776259
848,12,14,40000,1.8,0.12048050693175054
848,13,14,40000,1.8,0.306160686105963
848,14,14,40000,1.8,0.6524478656366903
848,15,14,40000,1.8,0.7480929175614084
849,0,14,40000,1.8,0.05523630213680961
849,1,14,40000,1.8,0.055041180518129874
849,2,14,40000,1.8,0.055200035128800375
849,3,14,40000,1.8,0.055240055988763526
849,4,14,40000,1.8,0.05524087444703877
849,5,14,40000,1.8,0.055236970710379016
849,6,14,40000,1.8,0.05523868094489553
849,7,14,40000,1.8,0.05524021262660306
849,8,14,40000,1.8,0.05523631404240288
849,9,14,40000,1.8,0.05523894169225506
849,10,14,40000,1.8,0.05523842174168158
849,11,14,40000,1.8,0.05799653938614597
849,12,14,40000,1.8,0.08637040247138424
849,13,14,40000,1.8,0.268794161599269
849,14,14,40000,1.8,0.612841523785706
849,15,14,40000,1.8,0.7269530831143901
850,0,14,40000,1.8,0.062187493410615906
850,1,14,40000,1.8,0.061330613242310025
850,2,14,40000,1.8,0.062081999806696486
850,3,14,40000,1.8,0.062188033443058
850,4,14,40000,1.8,0.06216762958623615
850,5,14,40000,1.8,0.062158182359642766
850,6,14,40000,1.8,0.06216451502855105
850,7,14,40000,1.8,0.06217579786861697
850,8,14,40000,1.8,0.06216838552072498
850,9,14,40000,1.8,0.062169123343571324
850,10,14,40000,1.8,0.06217581551940709
850,11,14,40000,1.8,0.06348754918487506
850,12,14,40000,1.8,0.09016652871063748
850,13,14,40000,1.8,0.2662967876523368
850,14,14,40000,1.8,0.6368111246848692
850,15,14,40000,1.8,0.7490199096246631
851,0,14,60000,1.0,0.033218118129230485
851,1,14,60000,1.0,0.03308549811866611
851,2,14,60000,1.0,0.03318840137631756
851,3,14,60000,1.0,0.03319945394807809
851,4,14,60000,1.0,0.03320295024181774
851,5,14,60000,1.0,0.03320878470021642
851,6,14,60000,1.0,0.033209868180472814
851,7,14,60000,1.0,0.03320053957690614
851,8,14,60000,1.0,0.03320220652927528
851,9,14,60000,1.0,0.03320369923886834
851,10,14,60000,1.0,0.03320396412530789
851,11,14,60000,1.0,0.037324032255910404
851,12,14,60000,1.0,0.08548273720286552
851,13,14,60000,1.0,0.17448794140323928
851,14,14,60000,1.0,0.5783407258677279
851,15,14,60000,1.0,0.7964392356314496
852,0,14,60000,1.0,0.032523199725409284
852,1,14,60000,1.0,0.03296008216977792
852,2,14,60000,1.0,0.032518752771939156
852,3,14,60000,1.0,0.03252117186137362
852,4,14,60000,1.0,0.03250857339489459
852,5,14,60000,1.0,0.032513660018543104
852,6,14,60000,1.0,0.03251074709180157
852,7,14,60000,1.0,0.03251822135563776
852,8,14,60000,1.0,0.032518155895853884
852,9,14,60000,1.0,0.03252262063842481
852,10,14,60000,1.0,0.03251669550266474
852,11,14,60000,1.0,0.038918909900332685
852,12,14,60000,1.0,0.09554850831772883
852,13,14,60000,1.0,0.1571131510063768
852,14,14,60000,1.0,0.5645940561350307
852,15,14,60000,1.0,0.7926220250040796
853,0,14,60000,1.0,0.03373361800467298
853,1,14,60000,1.0,0.03402205193024057
853,2,14,60000,1.0,0.03381241105109435
853,3,14,60000,1.0,0.03374102440928697
853,4,14,60000,1.0,0.03373701671304699
853,5,14,60000,1.0,0.0337309361303202
853,6,14,60000,1.0,0.03372908944064467
853,7,14,60000,1.0,0.033738227242885485
853,8,14,60000,1.0,0.033742172101493356
853,9,14,60000,1.0,0.03373492385562282
853,10,14,60000,1.0,0.03374145849329552
853,11,14,60000,1.0,0.03915823574169371
853,12,14,60000,1.0,0.09228111974659409
853,13,14,60000,1.0,0.1556269504120893
853,14,14,60000,1.0,0.5639261545454761
853,15,14,60000,1.0,0.7926220250040796
854,0,14,60000,1.0,0.03479619725798467
854,1,14,60000,1.0,0.03486284660491963
854,2,14,60000,1.0,0.034807626790606505
854,3,14,60000,1.0,0.03480864634756082
854,4,14,60000,1.0,0.03480687615347176
854,5,14,60000,1.0,0.03481581722691618
854,6,14,60000,1.0,0.034811443914314316
854,7,14,60000,1.0,0.034813849163734596
854,8,14,60000,1.0,0.03481103979573593
854,9,14,60000,1.0,0.034820344430529844
854,10,14,60000,1.0,0.03481248317822758
854,11,14,60000,1.0,0.040085174707347765
854,12,14,60000,1.0,0.09058201797128695
854,13,14,60000,1.0,0.17070895136917597
854,14,14,60000,1.0,0.5759597234914318
854,15,14,60000,1.0,0.795571752249513
855,0,14,60000,1.0,0.035686334626332285
855,1,14,60000,1.0,0.03542800872203852
855,2,14,60000,1.0,0.035646459074255635
855,3,14,60000,1.0,0.03567643204305793
855,4,14,60000,1.0,0.03566939745457449
855,5,14,60000,1.0,0.03568019179766401
855,6,14,60000,1.0,0.03566590568911092
855,7,14,60000,1.0,0.03566956291189109
855,8,14,60000,1.0,0.03566490421970965
855,9,14,60000,1.0,0.03567497041423165
855,10,14,60000,1.0,0.03565558475736375
855,11,14,60000,1.0,0.04007441534855788
855,12,14,60000,1.0,0.08887470635755582
855,13,14,60000,1.0,0.18337336522178174
855,14,14,60000,1.0,0.5836420283877254
855,15,14,60000,1.0,0.7976607969609288
856,0,14,60000,1.0,0.03346254468723442
856,1,14,60000,1.0,0.03338291451605531
856,2,14,60000,1.0,0.033424228592833866
856,3,14,60000,1.0,0.03341999409529536
856,4,14,60000,1.0,0.03343140657087631
856,5,14,60000,1.0,0.03343070399198321
856,6,14,60000,1.0,0.0334482359601909
856,7,14,60000,1.0,0.03344736761308223
856,8,14,60000,1.0,0.033448153305470095
856,9,14,60000,1.0,0.03342169830995072
856,10,14,60000,1.0,0.03343798023868867
856,11,14,60000,1.0,0.03973950279867681
856,12,14,60000,1.0,0.08509695369042396
856,13,14,60000,1.0,0.18555873727748978
856,14,14,60000,1.0,0.592938375437273
856,15,14,60000,1.0,0.8005638729905689
857,0,14,60000,1.0,0.034167597598817635
857,1,14,60000,1.0,0.03456355080249912
857,2,14,60000,1.0,0.0341991580778266
857,3,14,60000,1.0,0.03416877343837566
857,4,14,60000,1.0,0.03416315052055834
857,5,14,60000,1.0,0.03416363453939364
857,6,14,60000,1.0,0.03416434209279539
857,7,14,60000,1.0,0.03416553239955384
857,8,14,60000,1.0,0.03417045336415507
857,9,14,60000,1.0,0.034164540918439054
857,10,14,60000,1.0,0.034192172575587494
857,11,14,60000,1.0,0.039305886209577964
857,12,14,60000,1.0,0.09601095566473558
857,13,14,60000,1.0,0.15622779656539182
857,14,14,60000,1.0,0.564188895179737
857,15,14,60000,1.0,0.7926220250040796
858,0,14,60000,1.0,0.034719874215629776
858,1,14,60000,1.0,0.03400429002010393
858,2,14,60000,1.0,0.03459913187574885
858,3,14,60000,1.0,0.034695326258872033
858,4,14,60000,1.0,0.034704477296689996
858,5,14,60000,1.0,0.03465075080321071
858,6,14,60000,1.0,0.034662650933822856
858,7,14,60000,1.0,0.03468314196595196
858,8,14,60000,1.0,0.034664632252997214
858,9,14,60000,1.0,0.034657615327005564
858,10,14,60000,1.0,0.034679420800624354
858,11,14,60000,1.0,0.03772025219068673
858,12,14,60000,1.0,0.09439479572679571
858,13,14,60000,1.0,0.23099795025572367
858,14,14,60000,1.0,0.614395314136072
858,15,14,60000,1.0,0.805560691209599
859,0,14,60000,1.0,0.029002817683988498
859,1,14,60000,1.0,0.028786755683328048
859,2,14,60000,1.0,0.028969054480003704
859,3,14,60000,1.0,0.029012382528359595
859,4,14,60000,1.0,0.029009809838551753
859,5,14,60000,1.0,0.029011465947743904
859,6,14,60000,1.0,0.029015355017007548
859,7,14,60000,1.0,0.029015392069415127
859,8,14,60000,1.0,0.029014585390923227
859,9,14,60000,1.0,0.029014996139701314
859,10,14,60000,1.0,0.029014760088996856
859,11,14,60000,1.0,0.03194540314574067
859,12,14,60000,1.0,0.07874248715572021
859,13,14,60000,1.0,0.1769204264093025
859,14,14,60000,1.0,0.582839293025869
859,15,14,60000,1.0,0.7994560393967118
860,0,14,60000,1.0,0.03197889284316869
860,1,14,60000,1.0,0.03209034067454297
860,2,14,60000,1.0,0.03197147969987547
860,3,14,60000,1.0,0.03200933587452639
860,4,14,60000,1.0,0.03200842859514952
860,5,14,60000,1.0,0.032009180319707314
860,6,14,60000,1.0,0.03200951749073069
860,7,14,60000,1.0,0.03200935622243939
860,8,14,60000,1.0,0.032008843282693294
860,9,14,60000,1.0,0.032008809250188924
860,10,14,60000,1.0,0.032009200581932906
860,11,14,60000,1.0,0.036517062205901694
860,12,14,60000,1.0,0.08999665893933843
860,13,14,60000,1.0,0.1563783131879382
860,14,14,60000,1.0,0.5653336100731199
860,15,14,60000,1.0,0.7933361452906692
861,0,14,60000,1.2,0.06017684635708914
861,1,14,60000,1.2,0.06011117580266519
861,2,14,60000,1.2,0.060158087364943116
861,3,14,60000,1.2,0.060162158158259066
861,4,14,60000,1.2,0.06016888334878275
861,5,14,60000,1.2,0.06016456221798127
861,6,14,60000,1.2,0.06016179974658425
861,7,14,60000,1.2,0.06017391659885699
861,8,14,60000,1.2,0.06016443868872182
861,9,14,60000,1.2,0.060165845174866346
861,10,14,60000,1.2,0.06016631491601506
861,11,14,60000,1.2,0.06182150306493398
861,12,14,60000,1.2,0.08517537760080267
861,13,14,60000,1.2,0.2009552015955535
861,14,14,60000,1.2,0.5682126166550248
861,15,14,60000,1.2,0.7902281444029393
862,0,14,60000,1.2,0.04696444594012676
862,1,14,60000,1.2,0.04700903684423561
862,2,14,60000,1.2,0.04696446040639168
862,3,14,60000,1.2,0.046962575100298345
862,4,14,60000,1.2,0.04696269056230004
862,5,14,60000,1.2,0.04696369287186607
862,6,14,60000,1.2,0.04696471523782845
862,7,14,60000,1.2,0.046964912059983766
862,8,14,60000,1.2,0.04696392890922917
862,9,14,60000,1.2,0.046964333153089816
862,10,14,60000,1.2,0.04696318390933092
862,11,14,60000,1.2,0.04774874999378288
862,12,14,60000,1.2,0.0673871275097894
862,13,14,60000,1.2,0.17074512161932426
862,14,14,60000,1.2,0.5375943601168167
862,15,14,60000,1.2,0.7746492740572857
863,0,14,60000,1.2,0.05337196812920459
863,1,14,60000,1.2,0.05322701063066312
863,2,14,60000,1.2,0.053353349342993836
863,3,14,60000,1.2,0.05335657707845415
863,4,14,60000,1.2,0.05335895466452892
863,5,14,60000,1.2,0.053356495361183885
863,6,14,60000,1.2,0.053359709007374335
863,7,14,60000,1.2,0.053360586746472476
863,8,14,60000,1.2,0.053358428855139785
863,9,14,60000,1.2,0.05336186643550339
863,10,14,60000,1.2,0.05335722584423939
863,11,14,60000,1.2,0.05481692140650547
863,12,14,60000,1.2,0.08215836838089885
863,13,14,60000,1.2,0.19671487633705625
863,14,14,60000,1.2,0.5654143027181594
863,15,14,60000,1.2,0.7872712759825362
864,0,14,60000,1.2,0.04589902305012876
864,1,14,60000,1.2,0.04574978213056103
864,2,14,60000,1.2,0.04588026482002303
864,3,14,60000,1.2,0.04590040236230952
864,4,14,60000,1.2,0.045903017507089444
864,5,14,60000,1.2,0.04590358354577216
864,6,14,60000,1.2,0.04590350103044268
864,7,14,60000,1.2,0.045899398776137496
864,8,14,60000,1.2,0.04590241184946742
864,9,14,60000,1.2,0.045898895275356864
864,10,14,60000,1.2,0.04590180649806544
864,11,14,60000,1.2,0.04746317623163537
864,12,14,60000,1.2,0.08426885574171149
864,13,14,60000,1.2,0.198430003543037
864,14,14,60000,1.2,0.579377035597729
864,15,14,60000,1.2,0.7932681442250326
865,0,14,60000,1.2,0.04379218961737897
865,1,14,60000,1.2,0.04394047314700934
865,2,14,60000,1.2,0.04380569070181642
865,3,14,60000,1.2,0.04378148316111076
865,4,14,60000,1.2,0.043783025067551044
865,5,14,60000,1.2,0.043784772102132774
865,6,14,60000,1.2,0.04379600094081912
865,7,14,60000,1.2,0.04378185670111594
865,8,14,60000,1.2,0.04378467954732863
865,9,14,60000,1.2,0.043795729121064775
865,10,14,60000,1.2,0.043781651561565355
865,11,14,60000,1.2,0.04630881534620116
865,12,14,60000,1.2,0.06776854722746486
865,13,14,60000,1.2,0.17151718977577332
865,14,14,60000,1.2,0.5380290828675512
865,15,14,60000,1.2,0.7746492740572857
866,0,14,60000,1.2,0.04702359482908764
866,1,14,60000,1.2,0.0472258368054101
866,2,14,60000,1.2,0.047048013989126614
866,3,14,60000,1.2,0.04702570627653599
866,4,14,60000,1.2,0.04700214840128121
866,5,14,60000,1.2,0.04702534683437186
866,6,14,60000,1.2,0.04699542295674611
866,7,14,60000,1.2,0.04701800867327969
866,8,14,60000,1.2,0.047019201550208056
866,9,14,60000,1.2,0.047029413105701495
866,10,14,60000,1.2,0.047017363671123226
866,11,14,60000,1.2,0.0502741513901875
866,12,14,60000,1.2,0.08902578237886066
866,13,14,60000,1.2,0.20729177590980608
866,14,14,60000,1.2,0.5884582590486938
866,15,14,60000,1.2,0.7913037183871866
867,0,14,60000,1.2,0.05119602181844972
867,1,14,60000,1.2,0.051218121086132586
867,2,14,60000,1.2,0.05120066231554177
867,3,14,60000,1.2,0.05118822668541599
867,4,14,60000,1.2,0.05119424826133134
867,5,14,60000,1.2,0.05119221400703594
867,6,14,60000,1.2,0.05119712995337523
867,7,14,60000,1.2,0.051198164397654004
867,8,14,60000,1.2,0.05119763476988223
867,9,14,60000,1.2,0.051197669947222996
867,10,14,60000,1.2,0.05119689284783534
867,11,14,60000,1.2,0.05440514231258415
867,12,14,60000,1.2,0.0861590244882185
867,13,14,60000,1.2,0.2514541073900162
867,14,14,60000,1.2,0.606890067283819
867,15,14,60000,1.2,0.8000523972577696
868,0,14,60000,1.2,0.03272129060418317
868,1,14,60000,1.2,0.031917858259885815
868,2,14,60000,1.2,0.03261642747679264
868,3,14,60000,1.2,0.032661528201064154
868,4,14,60000,1.2,0.032657302843037084
868,5,14,60000,1.2,0.03266594996758518
868,6,14,60000,1.2,0.03265738974956655
868,7,14,60000,1.2,0.032679743747781584
868,8,14,60000,1.2,0.032662600565310736
868,9,14,60000,1.2,0.032665480426506
868,10,14,60000,1.2,0.03266511581653915
868,11,14,60000,1.2,0.03399994993451417
868,12,14,60000,1.2,0.06391277936553015
868,13,14,60000,1.2,0.19940084906034838
868,14,14,60000,1.2,0.5960993032921793
868,15,14,60000,1.2,0.8012933561082326
