f_n,s_n,d,N,pi_s,div,s,c
2000,3,20,20000,1.8,0.1528182463487378,0.003,121
2000,4,20,20000,1.8,0.10400839668624079,0.004,300
2000,5,20,20000,1.8,0.1117730582023784,0.005,232
2000,6,20,20000,1.8,0.11563677036717307,0.006,193
2000,7,20,20000,1.8,0.12799088815979848,0.007,151
2000,8,20,20000,1.8,0.14765251568903467,0.008,111
2000,9,20,20000,1.8,0.15396073336937774,0.009,85
2000,10,20,20000,1.8,0.15416341863555413,0.01,81
2001,1,20,40000,1.0,0.05191645098864913,0.001,191
2001,2,20,40000,1.0,0.08711992701701454,0.002,42
2001,3,20,40000,1.0,0.0982221132123414,0.003,5
2001,4,20,40000,1.0,0.09896522490021215,0.004,3
2001,5,20,40000,1.0,0.09896522490021215,0.005,3
2001,6,20,40000,1.0,0.09896522490021215,0.006,3
2001,7,20,40000,1.0,0.10426805209374146,0.007,1
2001,8,20,40000,1.0,0.10846655808018718,0.008,0
2001,9,20,40000,1.0,0.10846655808018718,0.009,0
2001,10,20,40000,1.0,0.10846655808018718,0.01,0
2002,1,20,40000,1.0,0.05246939549308947,0.001,189
2002,2,20,40000,1.0,0.08262164556464045,0.002,47
2002,3,20,40000,1.0,0.09746915094638278,0.003,9
2002,4,20,40000,1.0,0.10153781131725807,0.004,4
2002,5,20,40000,1.0,0.10488627413922377,0.005,1
2002,6,20,40000,1.0,0.10488627413922377,0.006,1
2002,7,20,40000,1.0,0.10760942795286092,0.007,0
2002,8,20,40000,1.0,0.10760942795286092,0.008,0
2002,9,20,40000,1.0,0.10760942795286092,0.009,0
2002,10,20,40000,1.0,0.10760942795286092,0.01,0
2003,1,20,40000,1.0,0.05435568434587629,0.001,190
2003,2,20,40000,1.0,0.09774502291536964,0.002,27
2003,3,20,40000,1.0,0.10347972545634282,0.003,0
2003,4,20,40000,1.0,0.10347972545634282,0.004,0
2003,5,20,40000,1.0,0.10347972545634282,0.005,0
2003,6,20,40000,1.0,0.10347972545634282,0.006,0
2003,7,20,40000,1.0,0.10347972545634282,0.007,0
2003,8,20,40000,1.0,0.10347972545634282,0.008,0
2003,9,20,40000,1.0,0.10347972545634282,0.009,0
2003,10,20,40000,1.0,0.10347972545634282,0.01,0
2004,1,20,40000,1.0,0.05560171500775414,0.001,185
2004,2,20,40000,1.0,0.09054574896644578,0.002,34
2004,3,20,40000,1.0,0.09602257708622823,0.003,11
2004,4,20,40000,1.0,0.09607416660671221,0.004,8
2004,5,20,40000,1.0,0.0960882189382962,0.005,7
2004,6,20,40000,1.0,0.09611753597456724,0.006,6
2004,7,20,40000,1.0,0.09611753597456724,0.007,6
2004,8,20,40000,1.0,0.09611753597456724,0.008,6
2004,9,20,40000,1.0,0.09611750493756951,0.009,6
2004,10,20,40000,1.0,0.105810477291607,0.01,3
2005,1,20,40000,1.0,0.05388534610158712,0.001,190
2005,2,20,40000,1.0,0.0923465474497219,0.002,43
2005,3,20,40000,1.0,0.10408222361886593,0.003,0
2005,4,20,40000,1.0,0.10408222361886593,0.004,0
2005,5,20,40000,1.0,0.10408222361886593,0.005,0
2005,6,20,40000,1.0,0.10408222361886593,0.006,0
2005,7,20,40000,1.0,0.10408222361886593,0.007,0
2005,8,20,40000,1.0,0.10408222361886593,0.008,0
2005,9,20,40000,1.0,0.10408222361886593,0.009,0
2005,10,20,40000,1.0,0.10408222361886593,0.01,0
2006,1,20,40000,1.0,0.06413830419154763,0.001,139
2006,2,20,40000,1.0,0.08482453190751284,0.002,69
2006,3,20,40000,1.0,0.10420403960540076,0.003,24
2006,4,20,40000,1.0,0.11083831719955897,0.004,12
2006,5,20,40000,1.0,0.1128319063932458,0.005,9
2006,6,20,40000,1.0,0.11283193645307643,0.006,9
2006,7,20,40000,1.0,0.11712051699056185,0.007,6
2006,8,20,40000,1.0,0.12381357411111807,0.008,2
2006,9,20,40000,1.0,0.12578007565517804,0.009,0
2006,10,20,40000,1.0,0.12578007565517804,0.01,0
2007,1,20,40000,1.0,0.05451392911542703,0.001,190
2007,2,20,40000,1.0,0.09700829463238998,0.002,27
2007,3,20,40000,1.0,0.10349674620532573,0.003,0
2007,4,20,40000,1.0,0.10349674620532573,0.004,0
2007,5,20,40000,1.0,0.10349674620532573,0.005,0
2007,6,20,40000,1.0,0.10349674620532573,0.006,0
2007,7,20,40000,1.0,0.10349674620532573,0.007,0
2007,8,20,40000,1.0,0.10349674620532573,0.008,0
2007,9,20,40000,1.0,0.10349674620532573,0.009,0
2007,10,20,40000,1.0,0.10349674620532573,0.01,0
2008,1,20,40000,1.0,0.05263071674061484,0.001,178
2008,2,20,40000,1.0,0.08068808675425286,0.002,59
2008,3,20,40000,1.0,0.097845922695371,0.003,7
2008,4,20,40000,1.0,0.09901272945431916,0.004,3
2008,5,20,40000,1.0,0.09901272945431916,0.005,3
2008,6,20,40000,1.0,0.09901270296846494,0.006,3
2008,7,20,40000,1.0,0.10493008343807764,0.007,1
2008,8,20,40000,1.0,0.10674087791972546,0.008,0
2008,9,20,40000,1.0,0.10674087791972546,0.009,0
2008,10,20,40000,1.0,0.10674087791972546,0.01,0
2009,1,20,40000,1.0,0.0549068797760065,0.001,190
2009,2,20,40000,1.0,0.09768591188070573,0.002,24
2009,3,20,40000,1.0,0.10306032242134203,0.003,0
2009,4,20,40000,1.0,0.10306032242134203,0.004,0
2009,5,20,40000,1.0,0.10306032242134203,0.005,0
2009,6,20,40000,1.0,0.10306032242134203,0.006,0
2009,7,20,40000,1.0,0.10306032242134203,0.007,0
2009,8,20,40000,1.0,0.10306032242134203,0.008,0
2009,9,20,40000,1.0,0.10306032242134203,0.009,0
2009,10,20,40000,1.0,0.10306032242134203,0.01,0
2010,1,20,40000,1.0,0.051429428072035176,0.001,137
2010,2,20,40000,1.0,0.07054747799041605,0.002,64
2010,3,20,40000,1.0,0.07471776005804763,0.003,35
2010,4,20,40000,1.0,0.08835072635296397,0.004,21
2010,5,20,40000,1.0,0.08852473003405459,0.005,18
2010,6,20,40000,1.0,0.08852473003405459,0.006,18
2010,7,20,40000,1.0,0.08852473003405459,0.007,18
2010,8,20,40000,1.0,0.08853874253838537,0.008,18
2010,9,20,40000,1.0,0.10162466271318331,0.009,12
2010,10,20,40000,1.0,0.10798474211559389,0.01,7
2011,1,20,40000,1.2,0.06484744578057863,0.001,190
2011,2,20,40000,1.2,0.06484744578057863,0.002,190
2011,3,20,40000,1.2,0.0741540095790794,0.003,135
2011,4,20,40000,1.2,0.130030167000806,0.004,0
2011,5,20,40000,1.2,0.130030167000806,0.005,0
2011,6,20,40000,1.2,0.130030167000806,0.006,0
2011,7,20,40000,1.2,0.130030167000806,0.007,0
2011,8,20,40000,1.2,0.130030167000806,0.008,0
2011,9,20,40000,1.2,0.130030167000806,0.009,0
2011,10,20,40000,1.2,0.130030167000806,0.01,0
2012,1,20,40000,1.2,0.06683711321796615,0.001,252
2012,2,20,40000,1.2,0.07632425954312591,0.002,134
2012,3,20,40000,1.2,0.10048299802100463,0.003,65
2012,4,20,40000,1.2,0.11873507394263187,0.004,22
2012,5,20,40000,1.2,0.12316421061035206,0.005,8
2012,6,20,40000,1.2,0.1235526198265109,0.006,5
2012,7,20,40000,1.2,0.1236411096022597,0.007,4
2012,8,20,40000,1.2,0.1236411096022597,0.008,4
2012,9,20,40000,1.2,0.1236411096022597,0.009,4
2012,10,20,40000,1.2,0.1236411096022597,0.01,4
2013,1,20,40000,1.2,0.06716603225067756,0.001,241
2013,2,20,40000,1.2,0.07363130636481306,0.002,132
2013,3,20,40000,1.2,0.09758853184518779,0.003,65
2013,4,20,40000,1.2,0.1056324307482344,0.004,38
2013,5,20,40000,1.2,0.11550412234453869,0.005,26
2013,6,20,40000,1.2,0.1333270811104601,0.006,14
2013,7,20,40000,1.2,0.14028351045963783,0.007,9
2013,8,20,40000,1.2,0.14061392500080142,0.008,7
2013,9,20,40000,1.2,0.14139738097398885,0.009,4
2013,10,20,40000,1.2,0.1421701216552537,0.01,2
2014,1,20,40000,1.2,0.05330704918321173,0.001,248
2014,2,20,40000,1.2,0.06813321810874463,0.002,124
2014,3,20,40000,1.2,0.08436793787315815,0.003,70
2014,4,20,40000,1.2,0.09246492188251534,0.004,51
2014,5,20,40000,1.2,0.10323964843270232,0.005,34
2014,6,20,40000,1.2,0.10847294706984456,0.006,24
2014,7,20,40000,1.2,0.11403224009618945,0.007,12
2014,8,20,40000,1.2,0.11444851604687588,0.008,11
2014,9,20,40000,1.2,0.11820276768842923,0.009,8
2014,10,20,40000,1.2,0.11818921570131259,0.01,8
2015,1,20,40000,1.2,0.05874510957526197,0.001,205
2015,2,20,40000,1.2,0.06217347394877063,0.002,178
2015,3,20,40000,1.2,0.08247185215858013,0.003,95
2015,4,20,40000,1.2,0.11418158127702012,0.004,24
2015,5,20,40000,1.2,0.1201408253563751,0.005,10
2015,6,20,40000,1.2,0.12128032595347385,0.006,9
2015,7,20,40000,1.2,0.12545390915649274,0.007,6
2015,8,20,40000,1.2,0.13005895307706222,0.008,3
2015,9,20,40000,1.2,0.1350966005171294,0.009,0
2015,10,20,40000,1.2,0.1350966005171294,0.01,0
2016,1,20,40000,1.2,0.06258906827653261,0.001,211
2016,2,20,40000,1.2,0.06570796375936193,0.002,183
2016,3,20,40000,1.2,0.089423792485222,0.003,85
2016,4,20,40000,1.2,0.11181076107817782,0.004,27
2016,5,20,40000,1.2,0.1159679396229929,0.005,19
2016,6,20,40000,1.2,0.12201797550692288,0.006,8
2016,7,20,40000,1.2,0.12638875984896997,0.007,5
2016,8,20,40000,1.2,0.13137116675389035,0.008,2
2016,9,20,40000,1.2,0.13307030104536505,0.009,1
2016,10,20,40000,1.2,0.13307027956267845,0.01,1
2017,1,20,40000,1.2,0.05808698315991752,0.001,257
2017,2,20,40000,1.2,0.07468653239843942,0.002,130
2017,3,20,40000,1.2,0.09583388773833798,0.003,63
2017,4,20,40000,1.2,0.10168630029323819,0.004,36
2017,5,20,40000,1.2,0.10644433469830039,0.005,27
2017,6,20,40000,1.2,0.11406321211204767,0.006,16
2017,7,20,40000,1.2,0.11620156355753854,0.007,14
2017,8,20,40000,1.2,0.1179654252963824,0.008,12
2017,9,20,40000,1.2,0.1231262840399166,0.009,8
2017,10,20,40000,1.2,0.12918406523898024,0.01,5
2018,1,20,40000,1.2,0.06959800047585012,0.001,213
2018,2,20,40000,1.2,0.09035484859292885,0.002,109
2018,3,20,40000,1.2,0.09859627292128365,0.003,71
2018,4,20,40000,1.2,0.10489846530324756,0.004,43
2018,5,20,40000,1.2,0.10699585745539819,0.005,36
2018,6,20,40000,1.2,0.11340412703648223,0.006,26
2018,7,20,40000,1.2,0.11643883899720289,0.007,21
2018,8,20,40000,1.2,0.11932942826168717,0.008,19
2018,9,20,40000,1.2,0.12070249085696398,0.009,17
2018,10,20,40000,1.2,0.12100218671832275,0.01,16
2019,1,20,40000,1.2,0.0603884216977551,0.001,264
2019,2,20,40000,1.2,0.08669591916583495,0.002,104
2019,3,20,40000,1.2,0.09538249994480665,0.003,60
2019,4,20,40000,1.2,0.10578788804826275,0.004,41
2019,5,20,40000,1.2,0.11334603461598997,0.005,19
2019,6,20,40000,1.2,0.1136901062216278,0.006,16
2019,7,20,40000,1.2,0.11365590133058008,0.007,15
2019,8,20,40000,1.2,0.11501283250086837,0.008,13
2019,9,20,40000,1.2,0.11810255058435548,0.009,9
2019,10,20,40000,1.2,0.11885997003468518,0.01,8
2020,1,20,40000,1.2,0.05438251707454376,0.001,257
2020,2,20,40000,1.2,0.07522682204492595,0.002,126
2020,3,20,40000,1.2,0.08824817968877668,0.003,58
2020,4,20,40000,1.2,0.0977451628914915,0.004,33
2020,5,20,40000,1.2,0.09969750929351265,0.005,28
2020,6,20,40000,1.2,0.10306780075602914,0.006,24
2020,7,20,40000,1.2,0.10564232747518315,0.007,19
2020,8,20,40000,1.2,0.112105089073705,0.008,14
2020,9,20,40000,1.2,0.11771494303835073,0.009,9
2020,10,20,40000,1.2,0.11884053691000168,0.01,8
2021,1,20,40000,1.4,0.13343215909600506,0.001,79
2021,2,20,40000,1.4,0.07568576721297268,0.002,190
2021,3,20,40000,1.4,0.07572695456979375,0.003,190
2021,4,20,40000,1.4,0.07568576721297268,0.004,190
2021,5,20,40000,1.4,0.10469874760720803,0.005,94
2021,6,20,40000,1.4,0.1542363400450029,0.006,0
2021,7,20,40000,1.4,0.1542363400450029,0.007,0
2021,8,20,40000,1.4,0.1542363400450029,0.008,0
2021,9,20,40000,1.4,0.1542363400450029,0.009,0
2021,10,20,40000,1.4,0.1542363400450029,0.01,0
2022,1,20,40000,1.4,0.060010048964411734,0.001,246
2022,2,20,40000,1.4,0.07514808649282519,0.002,190
2022,3,20,40000,1.4,0.07514808649282519,0.003,190
2022,4,20,40000,1.4,0.07515254840693429,0.004,190
2022,5,20,40000,1.4,0.12560689698394933,0.005,59
2022,6,20,40000,1.4,0.153044308402836,0.006,0
2022,7,20,40000,1.4,0.153044308402836,0.007,0
2022,8,20,40000,1.4,0.153044308402836,0.008,0
2022,9,20,40000,1.4,0.153044308402836,0.009,0
2022,10,20,40000,1.4,0.153044308402836,0.01,0
2023,1,20,40000,1.4,0.11763361446342341,0.001,144
2023,2,20,40000,1.4,0.07605207690709469,0.002,225
2023,3,20,40000,1.4,0.08624388352641393,0.003,130
2023,4,20,40000,1.4,0.09976726269610668,0.004,79
2023,5,20,40000,1.4,0.11257267390503424,0.005,62
2023,6,20,40000,1.4,0.12523746197989827,0.006,48
2023,7,20,40000,1.4,0.1345301673142019,0.007,40
2023,8,20,40000,1.4,0.13893163726090738,0.008,34
2023,9,20,40000,1.4,0.14612069231550495,0.009,23
2023,10,20,40000,1.4,0.14795715320764558,0.01,22
2024,1,20,40000,1.4,0.14471234800356456,0.001,122
2024,2,20,40000,1.4,0.08426366322119974,0.002,269
2024,3,20,40000,1.4,0.09513129643165785,0.003,189
2024,4,20,40000,1.4,0.1100178576903732,0.004,108
2024,5,20,40000,1.4,0.11981158343555025,0.005,62
2024,6,20,40000,1.4,0.1256547349235383,0.006,50
2024,7,20,40000,1.4,0.1329782504665061,0.007,41
2024,8,20,40000,1.4,0.1346333926524074,0.008,38
2024,9,20,40000,1.4,0.1439549768443908,0.009,30
2024,10,20,40000,1.4,0.14804965965134034,0.01,25
2025,1,20,40000,1.4,0.0605021391023323,0.001,260
2025,2,20,40000,1.4,0.0757549329018978,0.002,190
2025,3,20,40000,1.4,0.0757544103001265,0.003,190
2025,4,20,40000,1.4,0.07605144274524774,0.004,185
2025,5,20,40000,1.4,0.13457346068087672,0.005,43
2025,6,20,40000,1.4,0.15296785037813354,0.006,1
2025,7,20,40000,1.4,0.15304271561199645,0.007,0
2025,8,20,40000,1.4,0.15304271561199645,0.008,0
2025,9,20,40000,1.4,0.15304271561199645,0.009,0
2025,10,20,40000,1.4,0.15304271561199645,0.01,0
2026,1,20,40000,1.4,0.11844716012610049,0.001,95
2026,2,20,40000,1.4,0.07184814811669996,0.002,205
2026,3,20,40000,1.4,0.07569161081468662,0.003,181
2026,4,20,40000,1.4,0.09693628850591195,0.004,104
2026,5,20,40000,1.4,0.11959471277447767,0.005,53
2026,6,20,40000,1.4,0.1315022123214801,0.006,28
2026,7,20,40000,1.4,0.13873658997331287,0.007,14
2026,8,20,40000,1.4,0.1398128876851299,0.008,12
2026,9,20,40000,1.4,0.14103056052487836,0.009,10
2026,10,20,40000,1.4,0.14454523634876762,0.01,7
2027,1,20,40000,1.4,0.1416714228398622,0.001,104
2027,2,20,40000,1.4,0.07640245884256933,0.002,259
2027,3,20,40000,1.4,0.09121919355227848,0.003,136
2027,4,20,40000,1.4,0.1005250511864713,0.004,97
2027,5,20,40000,1.4,0.10821043591076869,0.005,68
2027,6,20,40000,1.4,0.1128818280231876,0.006,55
2027,7,20,40000,1.4,0.12114697235438944,0.007,36
2027,8,20,40000,1.4,0.12352765351484747,0.008,31
2027,9,20,40000,1.4,0.12633466692270778,0.009,25
2027,10,20,40000,1.4,0.1289850744993763,0.01,22
2028,1,20,40000,1.4,0.11417461771673337,0.001,116
2028,2,20,40000,1.4,0.06564926616753462,0.002,229
2028,3,20,40000,1.4,0.07125321302405999,0.003,182
2028,4,20,40000,1.4,0.09166712088153396,0.004,104
2028,5,20,40000,1.4,0.106416117626367,0.005,69
2028,6,20,40000,1.4,0.12584826253587644,0.006,31
2028,7,20,40000,1.4,0.13332227307736685,0.007,16
2028,8,20,40000,1.4,0.13880546615968906,0.008,12
2028,9,20,40000,1.4,0.142632474046761,0.009,9
2028,10,20,40000,1.4,0.14766340662244648,0.01,5
2029,1,20,40000,1.4,0.13529302116959474,0.001,100
2029,2,20,40000,1.4,0.06699746931560727,0.002,242
2029,3,20,40000,1.4,0.07930048471866415,0.003,137
2029,4,20,40000,1.4,0.08901082569400261,0.004,90
2029,5,20,40000,1.4,0.09390962187990705,0.005,68
2029,6,20,40000,1.4,0.10087348258479596,0.006,56
2029,7,20,40000,1.4,0.10972823747714752,0.007,45
2029,8,20,40000,1.4,0.11992804994334225,0.008,34
2029,9,20,40000,1.4,0.12491913357481954,0.009,25
2029,10,20,40000,1.4,0.12883576712022451,0.01,21
2030,1,20,40000,1.4,0.05924305337778702,0.001,269
2030,2,20,40000,1.4,0.07516051006705984,0.002,190
2030,3,20,40000,1.4,0.07516051006705984,0.003,190
2030,4,20,40000,1.4,0.0752036190526037,0.004,188
2030,5,20,40000,1.4,0.1189627992532309,0.005,69
2030,6,20,40000,1.4,0.1541741980948161,0.006,0
2030,7,20,40000,1.4,0.1541741980948161,0.007,0
2030,8,20,40000,1.4,0.1541741980948161,0.008,0
2030,9,20,40000,1.4,0.1541741980948161,0.009,0
2030,10,20,40000,1.4,0.1541741980948161,0.01,0
2031,1,20,40000,1.6,0.1612279515882711,0.001,152
2031,2,20,40000,1.6,0.13560446747090535,0.002,111
2031,3,20,40000,1.6,0.08145398463363715,0.003,300
2031,4,20,40000,1.6,0.10561559244416893,0.004,168
2031,5,20,40000,1.6,0.11444113984199022,0.005,109
2031,6,20,40000,1.6,0.11554224444897128,0.006,92
2031,7,20,40000,1.6,0.11875358455347969,0.007,82
2031,8,20,40000,1.6,0.13057075128208445,0.008,55
2031,9,20,40000,1.6,0.13400083386727024,0.009,46
2031,10,20,40000,1.6,0.14358437680753328,0.01,34
2032,1,20,40000,1.6,0.1730340033407991,0.001,147
2032,2,20,40000,1.6,0.1635425383998277,0.002,84
2032,3,20,40000,1.6,0.10448041467656327,0.003,225
2032,4,20,40000,1.6,0.11312232264860429,0.004,160
2032,5,20,40000,1.6,0.11988546796195049,0.005,124
2032,6,20,40000,1.6,0.12173750745495202,0.006,111
2032,7,20,40000,1.6,0.130913076957303,0.007,92
2032,8,20,40000,1.6,0.13574427297743571,0.008,76
2032,9,20,40000,1.6,0.136065358860067,0.009,70
2032,10,20,40000,1.6,0.1375305907619615,0.01,60
2033,1,20,40000,1.6,0.1388957613344596,0.001,134
2033,2,20,40000,1.6,0.1626075440064259,0.002,87
2033,3,20,40000,1.6,0.07407005923207291,0.003,280
2033,4,20,40000,1.6,0.08592718815073645,0.004,202
2033,5,20,40000,1.6,0.10703870262297857,0.005,117
2033,6,20,40000,1.6,0.1211918582943532,0.006,88
2033,7,20,40000,1.6,0.12250618624542767,0.007,71
2033,8,20,40000,1.6,0.12784762806286756,0.008,59
2033,9,20,40000,1.6,0.1359409575838642,0.009,40
2033,10,20,40000,1.6,0.14295273058315194,0.01,33
2034,1,20,40000,1.6,0.15161210909109477,0.001,143
2034,2,20,40000,1.6,0.08384716702563126,0.002,190
2034,3,20,40000,1.6,0.08384716702563126,0.003,190
2034,4,20,40000,1.6,0.08384821166994069,0.004,190
2034,5,20,40000,1.6,0.08384716702563126,0.005,190
2034,6,20,40000,1.6,0.08428019916246111,0.006,185
2034,7,20,40000,1.6,0.14788583960721255,0.007,51
2034,8,20,40000,1.6,0.1750467053257824,0.008,0
2034,9,20,40000,1.6,0.1750467053257824,0.009,0
2034,10,20,40000,1.6,0.1750467053257824,0.01,0
2035,1,20,40000,1.6,0.15075986902954827,0.001,150
2035,2,20,40000,1.6,0.20281411838039856,0.002,89
2035,3,20,40000,1.6,0.08910816994452773,0.003,204
2035,4,20,40000,1.6,0.10060399704080224,0.004,141
2035,5,20,40000,1.6,0.10132232303786076,0.005,134
2035,6,20,40000,1.6,0.10356153613414013,0.006,124
2035,7,20,40000,1.6,0.11163519152861685,0.007,108
2035,8,20,40000,1.6,0.12648797909839468,0.008,86
2035,9,20,40000,1.6,0.13032251466586484,0.009,68
2035,10,20,40000,1.6,0.157206594992348,0.01,52
2036,1,20,40000,1.6,0.1534737521728313,0.001,130
2036,2,20,40000,1.6,0.15413715027613759,0.002,84
2036,3,20,40000,1.6,0.0803865604703069,0.003,246
2036,4,20,40000,1.6,0.08851803814483183,0.004,187
2036,5,20,40000,1.6,0.10188356856499176,0.005,131
2036,6,20,40000,1.6,0.11408444181258316,0.006,97
2036,7,20,40000,1.6,0.1228652998087624,0.007,69
2036,8,20,40000,1.6,0.131335924109524,0.008,52
2036,9,20,40000,1.6,0.1387747032939251,0.009,44
2036,10,20,40000,1.6,0.14715126706690548,0.01,31
2037,1,20,40000,1.6,0.15240244479816575,0.001,147
2037,2,20,40000,1.6,0.08416379675851096,0.002,190
2037,3,20,40000,1.6,0.08416379675851096,0.003,190
2037,4,20,40000,1.6,0.08416379675851096,0.004,190
2037,5,20,40000,1.6,0.08416379675851096,0.005,190
2037,6,20,40000,1.6,0.0843351676612689,0.006,189
2037,7,20,40000,1.6,0.12355771162767518,0.007,89
2037,8,20,40000,1.6,0.17530119887312176,0.008,0
2037,9,20,40000,1.6,0.17530119887312176,0.009,0
2037,10,20,40000,1.6,0.17530119887312176,0.01,0
2038,1,20,40000,1.6,0.1533868879658757,0.001,146
2038,2,20,40000,1.6,0.08494713068393779,0.002,190
2038,3,20,40000,1.6,0.08494713068393779,0.003,190
2038,4,20,40000,1.6,0.08495917070512304,0.004,190
2038,5,20,40000,1.6,0.08494713068393779,0.005,190
2038,6,20,40000,1.6,0.08495917070512304,0.006,190
2038,7,20,40000,1.6,0.1084205928113783,0.007,110
2038,8,20,40000,1.6,0.17643139645169273,0.008,0
2038,9,20,40000,1.6,0.17643139645169273,0.009,0
2038,10,20,40000,1.6,0.17643139645169273,0.01,0
2039,1,20,40000,1.6,0.14936702466784332,0.001,157
2039,2,20,40000,1.6,0.15011782319123673,0.002,132
2039,3,20,40000,1.6,0.15646785145340492,0.003,101
2039,4,20,40000,1.6,0.10941402562411895,0.004,200
2039,5,20,40000,1.6,0.11979509678439235,0.005,140
2039,6,20,40000,1.6,0.12920046541510774,0.006,89
2039,7,20,40000,1.6,0.1296512730067413,0.007,78
2039,8,20,40000,1.6,0.13080852908451313,0.008,69
2039,9,20,40000,1.6,0.1335915497553856,0.009,65
2039,10,20,40000,1.6,0.14610821269931135,0.01,45
2040,1,20,40000,1.6,0.1359120456181811,0.001,139
2040,2,20,40000,1.6,0.13700820271575154,0.002,91
2040,3,20,40000,1.6,0.08157344484432545,0.003,230
2040,4,20,40000,1.6,0.08545923633636596,0.004,210
2040,5,20,40000,1.6,0.09554973506360566,0.005,166
2040,6,20,40000,1.6,0.11897397401075227,0.006,106
2040,7,20,40000,1.6,0.13382207054631068,0.007,62
2040,8,20,40000,1.6,0.1477795982060069,0.008,38
2040,9,20,40000,1.6,0.15255493334736048,0.009,26
2040,10,20,40000,1.6,0.1577019707888244,0.01,19
2041,1,20,40000,1.8,0.15333397200166177,0.001,169
2041,2,20,40000,1.8,0.1551927813266568,0.002,135
2041,3,20,40000,1.8,0.15533263646161238,0.003,126
2041,4,20,40000,1.8,0.160847295179945,0.004,117
2041,5,20,40000,1.8,0.12414375089234182,0.005,264
2041,6,20,40000,1.8,0.1294979302157093,0.006,193
2041,7,20,40000,1.8,0.129933581719912,0.007,158
2041,8,20,40000,1.8,0.13270227865061388,0.008,133
2041,9,20,40000,1.8,0.13666908445652545,0.009,103
2041,10,20,40000,1.8,0.14519849117423492,0.01,87
2042,1,20,40000,1.8,0.16575834322179023,0.001,171
2042,2,20,40000,1.8,0.16402660410959793,0.002,120
2042,3,20,40000,1.8,0.16364259044898913,0.003,101
2042,4,20,40000,1.8,0.08879409088979981,0.004,227
2042,5,20,40000,1.8,0.0946482878224538,0.005,205
2042,6,20,40000,1.8,0.0981575262195336,0.006,187
2042,7,20,40000,1.8,0.10417038282413864,0.007,162
2042,8,20,40000,1.8,0.11330219964789062,0.008,134
2042,9,20,40000,1.8,0.13598947749190393,0.009,102
2042,10,20,40000,1.8,0.16281564320430084,0.01,63
2043,1,20,40000,1.8,0.20045114280707244,0.001,162
2043,2,20,40000,1.8,0.15896875260409768,0.002,110
2043,3,20,40000,1.8,0.1586191914002151,0.003,84
2043,4,20,40000,1.8,0.09525734622782958,0.004,268
2043,5,20,40000,1.8,0.0966464319754417,0.005,244
2043,6,20,40000,1.8,0.10619272706956065,0.006,195
2043,7,20,40000,1.8,0.13444417821009533,0.007,115
2043,8,20,40000,1.8,0.15976982455060215,0.008,75
2043,9,20,40000,1.8,0.17002525396061283,0.009,61
2043,10,20,40000,1.8,0.17092021832184429,0.01,57
2044,1,20,40000,1.8,0.17112840163511617,0.001,157
2044,2,20,40000,1.8,0.17148899612286952,0.002,139
2044,3,20,40000,1.8,0.09158268260184078,0.003,190
2044,4,20,40000,1.8,0.09158124004939616,0.004,190
2044,5,20,40000,1.8,0.09158124004939616,0.005,190
2044,6,20,40000,1.8,0.09158124004939616,0.006,190
2044,7,20,40000,1.8,0.09158124004939616,0.007,190
2044,8,20,40000,1.8,0.09158124004939616,0.008,190
2044,9,20,40000,1.8,0.09308337388905222,0.009,180
2044,10,20,40000,1.8,0.17883452205113443,0.01,35
2045,1,20,40000,1.8,0.1734616639948201,0.001,162
2045,2,20,40000,1.8,0.14126374290170232,0.002,129
2045,3,20,40000,1.8,0.14270348261637147,0.003,107
2045,4,20,40000,1.8,0.07962362093867957,0.004,284
2045,5,20,40000,1.8,0.09698737022270455,0.005,198
2045,6,20,40000,1.8,0.1043032580489933,0.006,175
2045,7,20,40000,1.8,0.11491520834926533,0.007,148
2045,8,20,40000,1.8,0.1253689682347787,0.008,122
2045,9,20,40000,1.8,0.1386436039936949,0.009,94
2045,10,20,40000,1.8,0.14517801509764572,0.01,76
2046,1,20,40000,1.8,0.17126290715702724,0.001,152
2046,2,20,40000,1.8,0.17125428870276188,0.002,137
2046,3,20,40000,1.8,0.09141635248240511,0.003,190
2046,4,20,40000,1.8,0.09141764398996183,0.004,190
2046,5,20,40000,1.8,0.09141635248240511,0.005,190
2046,6,20,40000,1.8,0.09141635248240511,0.006,190
2046,7,20,40000,1.8,0.09141635248240511,0.007,190
2046,8,20,40000,1.8,0.09141764398996183,0.008,190
2046,9,20,40000,1.8,0.09509633204675787,0.009,173
2046,10,20,40000,1.8,0.1817885220264156,0.01,32
2047,1,20,40000,1.8,0.1704502112607853,0.001,149
2047,2,20,40000,1.8,0.17017361856507962,0.002,118
2047,3,20,40000,1.8,0.09136233642456591,0.003,190
2047,4,20,40000,1.8,0.09136233642456591,0.004,190
2047,5,20,40000,1.8,0.09136233642456591,0.005,190
2047,6,20,40000,1.8,0.09136485865753224,0.006,190
2047,7,20,40000,1.8,0.09136233642456591,0.007,190
2047,8,20,40000,1.8,0.09136233642456591,0.008,190
2047,9,20,40000,1.8,0.10100809098722642,0.009,150
2047,10,20,40000,1.8,0.19473841624125693,0.01,5
2048,1,20,40000,1.8,0.14519392814959162,0.001,188
2048,2,20,40000,1.8,0.14548748039991066,0.002,114
2048,3,20,40000,1.8,0.07902141887367976,0.003,300
2048,4,20,40000,1.8,0.08819391368552094,0.004,243
