f_n,d,N,pi_s,max_d,emp_d
1391,17,20000,1.8,0.08312715418025252,0.21311150355443462
1392,17,20000,1.8,0.07256739461361127,0.23751943876060597
1393,17,20000,1.8,0.16478372260181334,0.21972602009937228
1394,17,20000,1.8,0.08350498217582587,0.24593593263108146
1395,17,20000,1.8,0.0836096935237999,0.24346163255612965
1396,17,20000,1.8,0.10188378286785585,0.13289824643211318
1397,17,20000,1.8,0.14338185353374439,0.20314878303168007
1398,17,20000,1.8,0.07855975948531765,0.20756811470674913
1399,17,20000,1.8,0.08278898442341305,0.2432768670614164
1400,17,20000,1.8,0.07785408661442388,0.21948825729000843
1401,17,40000,1.0,0.05076742387371179,0.09824701373027493
1402,17,40000,1.0,0.04805939104505816,0.11433320526441584
1403,17,40000,1.0,0.048261979617097356,0.11470703705791069
1404,17,40000,1.0,0.04027767623772752,0.0845793870369654
1405,17,40000,1.0,0.0564503582056404,0.09130054809699469
1406,17,40000,1.0,0.04761013946273206,0.11502190613791703
1407,17,40000,1.0,0.0488120647501923,0.10792150094699864
1408,17,40000,1.0,0.04666979736056304,0.10414174256180099
1409,17,40000,1.0,0.05278616771758,0.10686962814246156
1410,17,40000,1.0,0.06275705458526992,0.08542892951401547
1411,17,40000,1.2,0.05031546148695874,0.1330585198870378
1412,17,40000,1.2,0.04936459995700086,0.13658195873071144
1413,17,40000,1.2,0.0556920066054091,0.13625240538787728
1414,17,40000,1.2,0.0487695825271307,0.13503816624161735
1415,17,40000,1.2,0.0569265956510632,0.1416788998625434
1416,17,40000,1.2,0.05135012135165736,0.13877942319519143
1417,17,40000,1.2,0.04927502927180308,0.13737573171913534
1418,17,40000,1.2,0.057802317323714845,0.14131799955496954
1419,17,40000,1.2,0.05830721093489556,0.1261673404414697
1420,17,40000,1.2,0.06332551211134547,0.10826761688687815
1421,17,40000,1.4,0.08716074295760025,0.10476286315241312
1422,17,40000,1.4,0.0665644856797486,0.14726049471639013
1423,17,40000,1.4,0.06688255287499081,0.16860750067476424
1424,17,40000,1.4,0.06517970847988094,0.16148685569987245
1425,17,40000,1.4,0.06687763452548204,0.16819107854101714
1426,17,40000,1.4,0.06657591202210157,0.1220384005246709
1427,17,40000,1.4,0.052178571720606075,0.10853352318086097
1428,17,40000,1.4,0.06720202046312862,0.16820611551449036
1429,17,40000,1.4,0.06065140631330218,0.14451920210576463
1430,17,40000,1.4,0.06646073411874473,0.16799894653611755
1431,17,40000,1.6,0.09782072821718595,0.1425865327461717
1432,17,40000,1.6,0.07505947303525662,0.1947236655227393
1433,17,40000,1.6,0.07424755908867613,0.19370846555537094
1434,17,40000,1.6,0.07438192686662781,0.1932451084514413
1435,17,40000,1.6,0.06790734706064071,0.16367478999839394
1436,17,40000,1.6,0.07277109337342348,0.1270748255169227
1437,17,40000,1.6,0.074357773501848,0.19297124495768667
1438,17,40000,1.6,0.07456660867632862,0.19415027760447406
1439,17,40000,1.6,0.06209474076299987,0.17097702086760516
1440,17,40000,1.6,0.06411363040477858,0.16427570607413725
1441,17,40000,1.8,0.08055079377397306,0.21715954028589587
1442,17,40000,1.8,0.0995074404736297,0.1416237071358699
1443,17,40000,1.8,0.07448689488076313,0.2125516737866604
1444,17,40000,1.8,0.07360679711119386,0.20382623201427916
1445,17,40000,1.8,0.08034373927830532,0.21757616932588003
1446,17,40000,1.8,0.08030190183944651,0.21668656970754865
1447,17,40000,1.8,0.06664470266615731,0.1907148161106779
1448,17,40000,1.8,0.080970072923828,0.21852785969338784
1449,17,40000,1.8,0.1764025920158446,0.1513123850801452
1450,17,40000,1.8,0.11262577580360057,0.1469474606021741
1451,17,60000,1.0,0.055702788595793945,0.0936153244161451
1452,17,60000,1.0,0.04438725591665973,0.09897441524618387
1453,17,60000,1.0,0.055137545416402464,0.08640328414818924
1454,17,60000,1.0,0.06274417719015567,0.09187310440856956
1455,17,60000,1.0,0.04588166961594082,0.10365554016685288
1456,17,60000,1.0,0.04829848883256299,0.09750942197717714
1457,17,60000,1.0,0.0493089117123961,0.07935487127510962
1458,17,60000,1.0,0.06719244134475569,0.07812702500898348
1459,17,60000,1.0,0.045934394874184416,0.10382496561772132
1460,17,60000,1.0,0.06260044252768016,0.09726611989684676
1461,17,60000,1.2,0.055069172095543496,0.12626076112240714
1462,17,60000,1.2,0.05202445585622156,0.1267395494571663
1463,17,60000,1.2,0.05809731833392337,0.09622792812970024
1464,17,60000,1.2,0.05619714349940338,0.1303046431672802
1465,17,60000,1.2,0.05626823436459886,0.1295111992340814
1466,17,60000,1.2,0.055813467150238286,0.13088463376165302
1467,17,60000,1.2,0.04720928320409962,0.12404385967356446
1468,17,60000,1.2,0.05186304639281004,0.11407446274236026
1469,17,60000,1.2,0.04709764483006103,0.11562611007929083
1470,17,60000,1.2,0.04669594759390437,0.11440626497882359
1471,17,60000,1.4,0.05410874708062278,0.1309437423682226
1472,17,60000,1.4,0.06563863559467775,0.1552819845967422
1473,17,60000,1.4,0.05355387811911208,0.13068496417779404
1474,17,60000,1.4,0.07859734816119456,0.11803916524003764
1475,17,60000,1.4,0.061354636915018725,0.14565141807806356
1476,17,60000,1.4,0.05841610523617473,0.13283167219196312
1477,17,60000,1.4,0.06255835396643941,0.1308489990609188
1478,17,60000,1.4,0.06840778426670235,0.1293637492098271
1479,17,60000,1.4,0.0659742557701687,0.15551330089600182
1480,17,60000,1.4,0.08939213471581353,0.1289696230436252
1481,17,60000,1.6,0.0604324276795795,0.17219920409883027
1482,17,60000,1.6,0.08010667000506293,0.15498376101253675
1483,17,60000,1.6,0.06082144481244337,0.17199796954063817
1484,17,60000,1.6,0.06714177325109388,0.17395059535910512
1485,17,60000,1.6,0.06424929319146636,0.14259677180185293
1486,17,60000,1.6,0.0625325012182765,0.1525822444532522
1487,17,60000,1.6,0.06532545225826848,0.1711268644178107
1488,17,60000,1.6,0.07380771874499993,0.17995566657020975
1489,17,60000,1.6,0.08970142144000393,0.13812736535836703
1490,17,60000,1.6,0.07641625649067861,0.1541018131248031
1491,17,60000,1.8,0.07964308310142561,0.20376445143368377
1492,17,60000,1.8,0.07976757009104775,0.20381762590243746
1493,17,60000,1.8,0.0643454486288965,0.1894735889573936
1494,17,60000,1.8,0.0761014869708977,0.17198411127029706
1495,17,60000,1.8,0.12441990934426826,0.11376447062474163
1496,17,60000,1.8,0.07103902412656135,0.19340687829757403
1497,17,60000,1.8,0.06305352675726564,0.181931423622055
1498,17,60000,1.8,0.06327466741697847,0.1907513081645336
1499,17,60000,1.8,0.07950130947997944,0.20312421303288827
1500,17,60000,1.8,0.07023290343933553,0.1779316728981794
1501,18,10000,1.0,0.06421030931443346,0.14393744010745232
1502,18,10000,1.0,0.06429677646942336,0.157507783138957
1503,18,10000,1.0,0.06008234784855866,0.15658479878708953
1504,18,10000,1.0,0.06042468967732663,0.1417390823795626
1505,18,10000,1.0,0.06119588339092558,0.13143672419511554
1506,18,10000,1.0,0.05921331228437961,0.1567640042800418
1507,18,10000,1.0,0.06311343042993758,0.15168807980235147
1508,18,10000,1.0,0.06319308119881319,0.1577899950399683
1509,18,10000,1.0,0.06515641704402572,0.15661037199956687
1510,18,10000,1.0,0.0649209382467004,0.14401175938557295
1511,18,10000,1.2,0.08305884540887946,0.14412624823485687
1512,18,10000,1.2,0.07177505420944465,0.18768042915022384
1513,18,10000,1.2,0.06593653846314372,0.18886437242713777
1514,18,10000,1.2,0.06489229800573347,0.18259405962285719
1515,18,10000,1.2,0.07586051551815864,0.17223726532140854
1516,18,10000,1.2,0.06283883395323593,0.17756909387186662
1517,18,10000,1.2,0.07103102116242223,0.17632007559352478
1518,18,10000,1.2,0.06914146779398232,0.18086830813585397
1519,18,10000,1.2,0.061861703162823196,0.16692441126857951
1520,18,10000,1.2,0.07037291464297134,0.17282048995687713
1521,18,10000,1.4,0.0723907165170342,0.20612687190688975
1522,18,10000,1.4,0.0769237081302211,0.1978740173992557
1523,18,10000,1.4,0.07894455434137432,0.22054664791592354
1524,18,10000,1.4,0.07469431577776908,0.2173981603808385
1525,18,10000,1.4,0.09819374619811423,0.15989859675027804
1526,18,10000,1.4,0.07590841907421482,0.2151294453041579
1527,18,10000,1.4,0.07918722656901317,0.22165091711059076
1528,18,10000,1.4,0.08732848752748194,0.20258170413198784
1529,18,10000,1.4,0.07856179484042665,0.22346097498535655
1530,18,10000,1.4,0.07681312598491577,0.19654388856122212
1531,18,10000,1.6,0.08690522693411366,0.2101787842845494
1532,18,10000,1.6,0.11609947033025292,0.18300454643866432
1533,18,10000,1.6,0.08176461281530842,0.2425303564116832
1534,18,10000,1.6,0.08003740484766228,0.2111665996629767
1535,18,10000,1.6,0.10221644751162669,0.2248517890790822
1536,18,10000,1.6,0.07996255369056621,0.213352318265645
1537,18,10000,1.6,0.10592165260276368,0.20997543873674368
1538,18,10000,1.6,0.08766239506303468,0.255648999146602
1539,18,10000,1.6,0.08713528300952261,0.2530357488757526
1540,18,10000,1.6,0.08782856525867236,0.25493776837635157
1541,18,10000,1.8,0.09246127454714725,0.25011373699431655
1542,18,10000,1.8,0.13056237691762554,0.24488071612277995
1543,18,10000,1.8,0.09066856178427915,0.2776849793661611
1544,18,10000,1.8,0.0935034285223696,0.28002155507255405
1545,18,10000,1.8,0.0975439077803721,0.26009501900539894
1546,18,10000,1.8,0.093538415082572,0.28220298509087405
1547,18,10000,1.8,0.0861084589394515,0.2663363285222319
1548,18,10000,1.8,0.09193099538706205,0.2786324960558652
1549,18,10000,1.8,0.08721527456616787,0.2534935777122204
1550,18,10000,1.8,0.08337089276833287,0.25026030194539617
1551,18,20000,1.0,0.06275423241983474,0.11678719201576408
1552,18,20000,1.0,0.055037111210839526,0.1318153326369996
1553,18,20000,1.0,0.06598613274408513,0.12171134693311816
1554,18,20000,1.0,0.05500691811057817,0.11372204704921082
1555,18,20000,1.0,0.052847107611016804,0.12822377644440058
1556,18,20000,1.0,0.05198686718892049,0.13055470667839886
1557,18,20000,1.0,0.05421775628701708,0.13575157936996407
1558,18,20000,1.0,0.0508281895248564,0.13054299887286228
1559,18,20000,1.0,0.06310725578690068,0.09421653898116031
1560,18,20000,1.0,0.06738127812798868,0.12405714660396565
1561,18,20000,1.2,0.0642406361154069,0.16915347586887805
1562,18,20000,1.2,0.05974671442353991,0.16148648666969287
1563,18,20000,1.2,0.061913106380624534,0.1392497445883858
1564,18,20000,1.2,0.0643021742683218,0.1591618709568796
1565,18,20000,1.2,0.05927739718506687,0.16466596087536384
1566,18,20000,1.2,0.06341427287868383,0.15492776119811613
1567,18,20000,1.2,0.06401848333692549,0.14579627732275313
1568,18,20000,1.2,0.05372175911371399,0.15375920671101473
1569,18,20000,1.2,0.06781533079804211,0.14148853037450104
1570,18,20000,1.2,0.05962820854517606,0.16385754283458923
1571,18,20000,1.4,0.07586056259779075,0.15808812848147846
1572,18,20000,1.4,0.07414241793868478,0.19896853875898304
1573,18,20000,1.4,0.06522661679194529,0.18501772877439884
1574,18,20000,1.4,0.0839488993991113,0.15337456893339918
1575,18,20000,1.4,0.06500770161534322,0.188430215078648
1576,18,20000,1.4,0.06613368966454758,0.17918715460357681
1577,18,20000,1.4,0.06601237475214145,0.18676837761904694
1578,18,20000,1.4,0.05883073946896387,0.17514165598585035
1579,18,20000,1.4,0.06512293510812486,0.1726166527253656
1580,18,20000,1.4,0.06379165444368977,0.193460354408785
1581,18,20000,1.6,0.09407718835629654,0.18572326573815215
1582,18,20000,1.6,0.07910952275941757,0.19980744769502976
1583,18,20000,1.6,0.07141935729543587,0.21482788890939272
1584,18,20000,1.6,0.08173075861872217,0.22751100635363822
1585,18,20000,1.6,0.15441269764132237,0.18243010101185972
1586,18,20000,1.6,0.07780485840134574,0.158358905686407
1587,18,20000,1.6,0.08078016177105973,0.22776693467178616
1588,18,20000,1.6,0.07370683739549629,0.214806103458928
1589,18,20000,1.6,0.08134689244062178,0.22624234681077515
1590,18,20000,1.6,0.09681499758222856,0.19626674741696698
1591,18,20000,1.8,0.0766511870735608,0.2434531542449227
1592,18,20000,1.8,0.08737602535977793,0.2547784184186846
1593,18,20000,1.8,0.18372965553334436,0.1852757272928454
1594,18,20000,1.8,0.08877582457129893,0.2527024038009049
1595,18,20000,1.8,0.08679845221937939,0.2558297680198344
1596,18,20000,1.8,0.16783710763751644,0.22007457129719912
1597,18,20000,1.8,0.0883708874802235,0.25335377224306016
1598,18,20000,1.8,0.08736826013389047,0.25409627667600326
1599,18,20000,1.8,0.07987137135545314,0.2284303331028536
1600,18,20000,1.8,0.10341849501675754,0.1735308455235694
1601,18,40000,1.0,0.048069883447131506,0.10964964528269217
1602,18,40000,1.0,0.04797351250023518,0.10934239610313508
1603,18,40000,1.0,0.046889435361072755,0.10916602358826935
1604,18,40000,1.0,0.04967575176885108,0.11722611163894382
1605,18,40000,1.0,0.04838657967671529,0.10994106002953805
1606,18,40000,1.0,0.05147722017428631,0.0960409676577354
1607,18,40000,1.0,0.05579847808476193,0.09794593333542846
1608,18,40000,1.0,0.04994556296859855,0.11821075390406702
1609,18,40000,1.0,0.04975199243549282,0.11738581339913529
1610,18,40000,1.0,0.05810709195741747,0.10346129260224442
1611,18,40000,1.2,0.05283126610249037,0.12238354325531692
1612,18,40000,1.2,0.05380466263740275,0.13000943504149032
1613,18,40000,1.2,0.0539288630538842,0.14647282311987483
1614,18,40000,1.2,0.05145522036209989,0.14123610767972655
1615,18,40000,1.2,0.05220693210827153,0.1425994767700764
1616,18,40000,1.2,0.05958116360465252,0.1475277043143469
1617,18,40000,1.2,0.0670704251768378,0.1301703115914028
1618,18,40000,1.2,0.060148927044529024,0.14690886324306812
1619,18,40000,1.2,0.05569259476885208,0.11309177512121006
1620,18,40000,1.2,0.05021002986103928,0.1396809692810901
1621,18,40000,1.4,0.06349225998205718,0.16421764869690156
1622,18,40000,1.4,0.06516410038072493,0.15692545637439645
1623,18,40000,1.4,0.06358172486489119,0.16348077729248384
1624,18,40000,1.4,0.0724937429059012,0.13959697466312193
1625,18,40000,1.4,0.06954540429485193,0.17683679106833206
1626,18,40000,1.4,0.060870356567856,0.156095344864086
1627,18,40000,1.4,0.06956870810426863,0.17599740470851272
1628,18,40000,1.4,0.06932410391669976,0.14148327262449462
1629,18,40000,1.4,0.06012675869413576,0.17207391879627407
1630,18,40000,1.4,0.058785454365935394,0.1647166885668598
1631,18,40000,1.6,0.07166849017285144,0.1775609394880327
1632,18,40000,1.6,0.07311761475253165,0.1960605316620317
1633,18,40000,1.6,0.0740359907734508,0.18093266812836734
1634,18,40000,1.6,0.07483731475345262,0.17808665216615305
1635,18,40000,1.6,0.06703498837221876,0.19731429166117617
1636,18,40000,1.6,0.16559426646889883,0.15609909124198476
1637,18,40000,1.6,0.07817702395337656,0.2025369326980794
1638,18,40000,1.6,0.07146877337486063,0.19272164855990936
1639,18,40000,1.6,0.07178614101723656,0.19289347751264438
1640,18,40000,1.6,0.0652859565838363,0.1740794338501359
1641,18,40000,1.8,0.1607826375987692,0.19324599197345593
1642,18,40000,1.8,0.07423380890223122,0.21048380183098717
1643,18,40000,1.8,0.06756982573597307,0.20854314168083352
1644,18,40000,1.8,0.08416626423742646,0.22805019096878293
1645,18,40000,1.8,0.07465504912348958,0.19839118677023446
1646,18,40000,1.8,0.07033481519422763,0.20204730036576157
1647,18,40000,1.8,0.11081066302872129,0.15834576514165014
1648,18,40000,1.8,0.08399145463440161,0.22679040731926453
1649,18,40000,1.8,0.09336309798143971,0.18765976926367078
1650,18,40000,1.8,0.08351170420878767,0.21573054420401286
1651,18,60000,1.0,0.05751457197902479,0.09542522826741424
1652,18,60000,1.0,0.047037076781651914,0.1050720427874925
1653,18,60000,1.0,0.04786160507102665,0.10923034427301505
1654,18,60000,1.0,0.057858978109087716,0.08338598342201496
1655,18,60000,1.0,0.04523776342361011,0.1027180849319787
1656,18,60000,1.0,0.06621015005332888,0.06930898795437863
1657,18,60000,1.0,0.053827768674774464,0.06830711968028554
1658,18,60000,1.0,0.04778838150999741,0.10811261786029142
1659,18,60000,1.0,0.05652355378015524,0.09664716478252312
1660,18,60000,1.0,0.047958764464081594,0.10919753888072216
1661,18,60000,1.2,0.06652416998741761,0.10494616403389427
1662,18,60000,1.2,0.05117516345035815,0.12098381046352698
1663,18,60000,1.2,0.05895766903772059,0.1360455486166134
1664,18,60000,1.2,0.05919377837081654,0.13789890362064325
1665,18,60000,1.2,0.05886369253611884,0.13722752309649588
1666,18,60000,1.2,0.05313032117776085,0.12695765327963288
1667,18,60000,1.2,0.05579715499705631,0.11546372771015563
1668,18,60000,1.2,0.05389460954970865,0.13413027997423452
1669,18,60000,1.2,0.05907112114950465,0.1362366168864004
1670,18,60000,1.2,0.052689953793195944,0.12180899890498958
1671,18,60000,1.4,0.08172978720523906,0.13594469737698645
1672,18,60000,1.4,0.06073031471100489,0.15486922791013646
1673,18,60000,1.4,0.06855186421626831,0.1629866436922796
1674,18,60000,1.4,0.07405555995540432,0.15431096894262036
1675,18,60000,1.4,0.06851626127825305,0.1637246113841367
1676,18,60000,1.4,0.0684771067407331,0.162983188549642
1677,18,60000,1.4,0.05626290777938248,0.15406337552525085
1678,18,60000,1.4,0.06862753926547767,0.1635629398133773
1679,18,60000,1.4,0.0862021670699963,0.10539019352306081
1680,18,60000,1.4,0.09508933534847865,0.11871317607954805
1681,18,60000,1.6,0.08153740566200678,0.13519889577379082
1682,18,60000,1.6,0.09161436827618864,0.13120069946655305
1683,18,60000,1.6,0.07429316021975522,0.16818013133044396
1684,18,60000,1.6,0.08423433867223644,0.16836184502201423
1685,18,60000,1.6,0.0811731615192132,0.17232278277152902
1686,18,60000,1.6,0.07378148705757702,0.1536422070399842
1687,18,60000,1.6,0.08876183043182323,0.13078630207709785
1688,18,60000,1.6,0.06955573804633844,0.15845692421039706
1689,18,60000,1.6,0.07685788922133614,0.18888441958482463
1690,18,60000,1.6,0.0766157902576949,0.18871362874754682
1691,18,60000,1.8,0.07413635957859552,0.20619434279768917
1692,18,60000,1.8,0.08382861542067674,0.21411084372573685
1693,18,60000,1.8,0.08374124601497376,0.21322697152754444
1694,18,60000,1.8,0.08303150348224661,0.2124797090689993
1695,18,60000,1.8,0.08355615793150177,0.2136833158858686
1696,18,60000,1.8,0.07547047048326591,0.20609917714138767
1697,18,60000,1.8,0.1765154140309996,0.13749677624858916
1698,18,60000,1.8,0.08614084183940003,0.1834225251841813
1699,18,60000,1.8,0.09288481937152614,0.17965257583820848
1700,18,60000,1.8,0.07169135615978361,0.19213931439800783
1701,19,10000,1.0,0.07061174824514604,0.15112885365773185
1702,19,10000,1.0,0.061106997553961116,0.1476742630868719
1703,19,10000,1.0,0.06440001017024712,0.15968486543773497
1704,19,10000,1.0,0.060882694382194305,0.1598117182319106
1705,19,10000,1.0,0.06314309005654557,0.141429063241329
1706,19,10000,1.0,0.06397521465418646,0.15290954461524026
1707,19,10000,1.0,0.06883355108004653,0.1524104459871805
1708,19,10000,1.0,0.06435331268565915,0.13709357157982818
1709,19,10000,1.0,0.06383040276850546,0.14452654090592135
1710,19,10000,1.0,0.06718419472911817,0.14478259413557773
1711,19,10000,1.2,0.07278632182534617,0.19259048287219657
1712,19,10000,1.2,0.07375545050521155,0.19371587895750694
1713,19,10000,1.2,0.07234418457997409,0.19033280086010543
1714,19,10000,1.2,0.06989797937150471,0.18923826343934538
1715,19,10000,1.2,0.06792557588799018,0.17224252197312645
1716,19,10000,1.2,0.07199930309242165,0.17282566880712105
1717,19,10000,1.2,0.07118479205023372,0.19670700437295222
1718,19,10000,1.2,0.07461870661642261,0.19511033817209697
1719,19,10000,1.2,0.07231664737005346,0.1914872787615872
1720,19,10000,1.2,0.07390294939727103,0.19870746672174852
1721,19,10000,1.4,0.15071808071334508,0.2019077140816993
1722,19,10000,1.4,0.0923206196825459,0.17461061826446742
1723,19,10000,1.4,0.1411952756589636,0.11182950738722212
1724,19,10000,1.4,0.09523363957898133,0.21061812085802023
1725,19,10000,1.4,0.07137078646756478,0.20364680457478643
1726,19,10000,1.4,0.07966092234940622,0.21362621436593227
1727,19,10000,1.4,0.08355004762076264,0.23022896817339922
1728,19,10000,1.4,0.08049929345115533,0.22885888617705027
1729,19,10000,1.4,0.07831731188847516,0.21958270343676387
1730,19,10000,1.4,0.09199289913761802,0.18710378226384622
1731,19,10000,1.6,0.0932369468205198,0.2356154912988138
1732,19,10000,1.6,0.09609248410070229,0.16346500000421885
1733,19,10000,1.6,0.082665549397433,0.24855583969922623
1734,19,10000,1.6,0.10389641974578745,0.19967221041925245
1735,19,10000,1.6,0.09190079682593848,0.26035604586839756
1736,19,10000,1.6,0.17591427228647544,0.20799798551120804
1737,19,10000,1.6,0.09033985398002686,0.2601726756481932
1738,19,10000,1.6,0.18364249001606983,0.20924447079267092
1739,19,10000,1.6,0.09053425876241698,0.2618771048939062
1740,19,10000,1.6,0.08971851079488236,0.25893456644470203
1741,19,10000,1.8,0.09636507400158416,0.28720945977269047
1742,19,10000,1.8,0.11806263425575655,0.22816936400576873
1743,19,10000,1.8,0.0861103780827064,0.27738036375989883
1744,19,10000,1.8,0.17440836683702632,0.24181932462269148
1745,19,10000,1.8,0.0974026164943551,0.2896451529582373
1746,19,10000,1.8,0.09832707587526841,0.2910517600474063
1747,19,10000,1.8,0.17044267976634098,0.24942042843061332
1748,19,10000,1.8,0.09696901284419417,0.2880368951612698
1749,19,10000,1.8,0.10161908711338644,0.25763958326345937
1750,19,10000,1.8,0.2338706083435766,0.23773668609871879
1751,19,20000,1.0,0.05456031978927961,0.1347628681912947
1752,19,20000,1.0,0.058262041923012965,0.13648762577276796
1753,19,20000,1.0,0.05545002129683752,0.14293584043730578
1754,19,20000,1.0,0.05522429968370967,0.13161919193295427
1755,19,20000,1.0,0.06332788593908428,0.13242496556693525
1756,19,20000,1.0,0.06080295215083123,0.11844214222904287
1757,19,20000,1.0,0.05662498716291742,0.13750541446870113
1758,19,20000,1.0,0.06039497327973861,0.128273522203437
1759,19,20000,1.0,0.05453796707341404,0.10898809393126642
1760,19,20000,1.0,0.06326139402382536,0.13383335052505987
1761,19,20000,1.2,0.06788273534174918,0.1760961144634505
1762,19,20000,1.2,0.0653286174192052,0.12920527403356075
1763,19,20000,1.2,0.06538206419104249,0.17134237014574644
1764,19,20000,1.2,0.06770019013698854,0.17598862333541315
1765,19,20000,1.2,0.05555771288334215,0.16354076690576674
1766,19,20000,1.2,0.0673377945978019,0.17361759676087396
1767,19,20000,1.2,0.06179906641691637,0.1648843908813869
1768,19,20000,1.2,0.06603463129113067,0.170999908863242
1769,19,20000,1.2,0.06106621905931302,0.1605658776524434
1770,19,20000,1.2,0.06239295204002767,0.16700174693078784
1771,19,20000,1.4,0.0677117673555626,0.19625997091989253
1772,19,20000,1.4,0.06941343967828653,0.19761811263851467
1773,19,20000,1.4,0.06730560855406881,0.19069473716200153
1774,19,20000,1.4,0.0723778417081086,0.17490650442183486
1775,19,20000,1.4,0.09195999924568887,0.16822646899521831
1776,19,20000,1.4,0.07864164308531332,0.16850808412516524
1777,19,20000,1.4,0.06736083282294596,0.19444083276859386
1778,19,20000,1.4,0.08479544150284446,0.17193940716096187
1779,19,20000,1.4,0.07754283716074502,0.20625510502721298
1780,19,20000,1.4,0.06860774090687281,0.19744354412521706
1781,19,20000,1.6,0.08334287435064403,0.23019173379240637
1782,19,20000,1.6,0.07526493044167197,0.22740011864369905
1783,19,20000,1.6,0.08173092541103225,0.2256506317915421
1784,19,20000,1.6,0.09613588043402956,0.19492880250697164
1785,19,20000,1.6,0.08546452369283339,0.20037563571841788
1786,19,20000,1.6,0.08367062686479217,0.23302053563558636
1787,19,20000,1.6,0.08639220979244872,0.23611271706200132
1788,19,20000,1.6,0.08521239173828975,0.2338286286589537
1789,19,20000,1.6,0.07291233805002008,0.2205362831624556
1790,19,20000,1.6,0.0929119332543697,0.20257761447345585
1791,19,20000,1.8,0.10395453052782475,0.2189581830478822
1792,19,20000,1.8,0.08191746654942694,0.24186821145274945
1793,19,20000,1.8,0.0931324163697632,0.2637654060706176
1794,19,20000,1.8,0.09617344963175463,0.23531717004236763
1795,19,20000,1.8,0.11514118345323981,0.21001637449424812
1796,19,20000,1.8,0.18389009730064854,0.22754431108746723
1797,19,20000,1.8,0.14849884846204453,0.24295504982910843
1798,19,20000,1.8,0.0774672300162986,0.24906623216113327
1799,19,20000,1.8,0.15317171291841802,0.1945615345389236
1800,19,20000,1.8,0.09154086091264033,0.26018565012530537
1801,19,40000,1.0,0.05889268540066322,0.10467823806003475
1802,19,40000,1.0,0.05147264644232715,0.11915397571020586
1803,19,40000,1.0,0.0530228634447663,0.115797018319074
1804,19,40000,1.0,0.05249908891660019,0.12365161350484406
1805,19,40000,1.0,0.060957018737810884,0.1007410703756218
1806,19,40000,1.0,0.051964892048366754,0.11378103069837421
1807,19,40000,1.0,0.051590545216816774,0.12284918743924894
1808,19,40000,1.0,0.054768095641885776,0.12019448130368389
1809,19,40000,1.0,0.059950987842854665,0.09324556609044919
1810,19,40000,1.0,0.052905898621116096,0.11413822151265211
1811,19,40000,1.2,0.06069822524647111,0.15002212834479886
1812,19,40000,1.2,0.06262229866816871,0.15248973120726184
1813,19,40000,1.2,0.06319758671445151,0.15335887894280176
1814,19,40000,1.2,0.054647065158701366,0.1346180556240463
1815,19,40000,1.2,0.05055414310303891,0.12774275191798548
1816,19,40000,1.2,0.05832382316807026,0.1431517043898862
1817,19,40000,1.2,0.06301466529626001,0.15312912648561122
1818,19,40000,1.2,0.061196809955613954,0.14250645742339896
1819,19,40000,1.2,0.059673340260953965,0.12995480157625597
1820,19,40000,1.2,0.0700389135207776,0.1098861463086857
1821,19,40000,1.4,0.06427572074072568,0.1676760789900947
1822,19,40000,1.4,0.07285079243068679,0.18305167280642134
1823,19,40000,1.4,0.07332436634375764,0.16024617104541908
1824,19,40000,1.4,0.07235094191163557,0.1814582166208239
1825,19,40000,1.4,0.06659216965977163,0.15647246317241098
1826,19,40000,1.4,0.06389388480163907,0.17069145395938226
1827,19,40000,1.4,0.07234009821125771,0.18195591259550514
1828,19,40000,1.4,0.07237114346138199,0.18165278737497847
1829,19,40000,1.4,0.062789925876126,0.17103021730201526
1830,19,40000,1.4,0.08116259097098527,0.17370747805222214
1831,19,40000,1.6,0.0739471921353372,0.20803885586015367
1832,19,40000,1.6,0.07440456801319041,0.1892284122498027
1833,19,40000,1.6,0.08429373520927204,0.19259036216806835
1834,19,40000,1.6,0.0805908036661641,0.21015630663659424
1835,19,40000,1.6,0.07713843689274286,0.19136817639242218
1836,19,40000,1.6,0.0777386368868286,0.2067359351512361
1837,19,40000,1.6,0.07258187227829599,0.18573320399564003
1838,19,40000,1.6,0.13497252279570854,0.15553661396648635
1839,19,40000,1.6,0.09183605655125156,0.1613199221496513
1840,19,40000,1.6,0.08316788032169393,0.18254502414004567
1841,19,40000,1.8,0.08870074450742113,0.23655403873349087
1842,19,40000,1.8,0.08209985950706682,0.20701743746372558
1843,19,40000,1.8,0.08817733272249896,0.23628212024361422
1844,19,40000,1.8,0.08829537652100773,0.23698056396647507
1845,19,40000,1.8,0.08728929467927107,0.2177628100550232
1846,19,40000,1.8,0.08593077639534821,0.21530836340379553
1847,19,40000,1.8,0.07501569528235767,0.2266705989135577
1848,19,40000,1.8,0.08828144495905131,0.2377398293277706
1849,19,40000,1.8,0.08024179636758365,0.21868908980083893
1850,19,40000,1.8,0.08824060702378748,0.23780879304105795
1851,19,60000,1.0,0.05068521073297151,0.10864277463755763
1852,19,60000,1.0,0.049758226178647724,0.11302367708544568
1853,19,60000,1.0,0.05265240346363543,0.09804125202196166
1854,19,60000,1.0,0.0549643348087599,0.09297241742526288
1855,19,60000,1.0,0.06102085819961688,0.08947765802989366
1856,19,60000,1.0,0.056367330463970806,0.10061038621851326
