f_n,d,N,pi_s,max_d,emp_d
146,10,20000,1.8,0.04137716068683168,0.08965071909685396
147,10,20000,1.8,0.03955051391954559,0.08987442722730779
148,10,20000,1.8,0.04048133939517419,0.08733967921419757
149,10,20000,1.8,0.04220722466804562,0.09220861689449883
150,10,20000,1.8,0.039033013494074606,0.08729569175756371
151,11,10000,1.0,0.04243409535151904,0.10870007330286449
152,11,10000,1.0,0.04090366774754922,0.10602879049638521
153,11,10000,1.0,0.04315592597462199,0.10875973150166597
154,11,10000,1.0,0.04011159036234708,0.10517368261030177
155,11,10000,1.0,0.04068947390313056,0.10380147984099992
156,11,10000,1.0,0.04399934339214192,0.10045728247704794
157,11,10000,1.0,0.04253154775161196,0.10754225579069089
158,11,10000,1.0,0.041286600805078684,0.103662461943419
159,11,10000,1.0,0.04623544195622951,0.10010989447928678
160,11,10000,1.0,0.03986202425882152,0.10906832576099598
161,11,10000,1.2,0.04663023793968486,0.12821563185821663
162,11,10000,1.2,0.057647171657726454,0.10457763046580697
163,11,10000,1.2,0.043770336315797756,0.10793527891645334
164,11,10000,1.2,0.045714943614853704,0.1111065812091013
165,11,10000,1.2,0.05146365488800129,0.11690927173161655
166,11,10000,1.2,0.04184063991350746,0.12720614587178952
167,11,10000,1.2,0.045163577517643806,0.1280135911414644
168,11,10000,1.2,0.04384548491823728,0.12175917394856865
169,11,10000,1.2,0.04696458249736509,0.12431371799121275
170,11,10000,1.2,0.04465308794999441,0.12119770366818773
171,11,10000,1.4,0.05002381881805972,0.1354298592505313
172,11,10000,1.4,0.04715225990611962,0.14017964598589921
173,11,10000,1.4,0.048427654280512274,0.1460249906286306
174,11,10000,1.4,0.042257650871427486,0.14354130685484995
175,11,10000,1.4,0.048776599643194724,0.13243037183782314
176,11,10000,1.4,0.04820785246321108,0.14027139738203284
177,11,10000,1.4,0.04721366939748841,0.14100388981567988
178,11,10000,1.4,0.047181318073448955,0.14112418153355935
179,11,10000,1.4,0.04631324331778035,0.14499400654152267
180,11,10000,1.4,0.04796570605917431,0.14110232404634934
181,11,10000,1.6,0.05190325913413164,0.1480285607629372
182,11,10000,1.6,0.05319608845409876,0.14959622647644955
183,11,10000,1.6,0.05204293326832076,0.15780018136718457
184,11,10000,1.6,0.05364868694752338,0.15011413685554886
185,11,10000,1.6,0.05351092900090248,0.13074313631016474
186,11,10000,1.6,0.06997385578100278,0.11358570411807982
187,11,10000,1.6,0.056402751860048395,0.15902661676883217
188,11,10000,1.6,0.054429784972677024,0.15699134796657263
189,11,10000,1.6,0.05434171095946731,0.12153280112757346
190,11,10000,1.6,0.05036431703213899,0.15553425053998512
191,11,10000,1.8,0.055045004523330957,0.16458113140532352
192,11,10000,1.8,0.0851368229411685,0.1290819921963495
193,11,10000,1.8,0.05620229423598234,0.16527903536070407
194,11,10000,1.8,0.055841700372358846,0.1676107771037147
195,11,10000,1.8,0.05578678765789985,0.16809964801595742
196,11,10000,1.8,0.058647258143247886,0.1690666942841505
197,11,10000,1.8,0.05484698771232917,0.16452596895572633
198,11,10000,1.8,0.05497849922471099,0.15160279287418946
199,11,10000,1.8,0.056931932230635036,0.16429959103548486
200,11,10000,1.8,0.057370748571923064,0.16863839987617857
201,11,20000,1.0,0.03542171319629402,0.06224853510847687
202,11,20000,1.0,0.032040538252572665,0.0861651895034943
203,11,20000,1.0,0.04437668279110053,0.07502891009958731
204,11,20000,1.0,0.034259328702319465,0.08827447530640281
205,11,20000,1.0,0.03320158682526086,0.08663746643331773
206,11,20000,1.0,0.03398930115959131,0.08363627635549309
207,11,20000,1.0,0.030575333748719777,0.08681198538473668
208,11,20000,1.0,0.031071452458755477,0.0785495257835838
209,11,20000,1.0,0.03318640702734384,0.08651322878178332
210,11,20000,1.0,0.03390749024843526,0.08615292052350333
211,11,20000,1.2,0.03432410889133332,0.10221710753628374
212,11,20000,1.2,0.0338639936041149,0.10394412588321474
213,11,20000,1.2,0.033741609883948816,0.1043423906844852
214,11,20000,1.2,0.03099218755055857,0.1027440656900901
215,11,20000,1.2,0.03885143705981834,0.10106725654236921
216,11,20000,1.2,0.031673342103144785,0.10378949092961694
217,11,20000,1.2,0.035972497254020755,0.09872769669453368
218,11,20000,1.2,0.03440701951425875,0.10295047557221713
219,11,20000,1.2,0.03348127487454273,0.10386325213897496
220,11,20000,1.2,0.050232316134867165,0.08753838248224143
221,11,20000,1.4,0.04747647244097201,0.09374477528676722
222,11,20000,1.4,0.040323079811106326,0.1150893869383962
223,11,20000,1.4,0.038979041910245066,0.11548212361495976
224,11,20000,1.4,0.03830958040462595,0.1146957517631191
225,11,20000,1.4,0.039169058499040496,0.09490063600861755
226,11,20000,1.4,0.03540551440466965,0.1120855142842284
227,11,20000,1.4,0.038157601677734444,0.11360359069251925
228,11,20000,1.4,0.03850973832125808,0.11187227401681704
229,11,20000,1.4,0.03781183083447545,0.11452071695855091
230,11,20000,1.4,0.039088311695764634,0.11310635315649681
231,11,20000,1.6,0.03968441865001909,0.11459232370693155
232,11,20000,1.6,0.04231193668242965,0.12427904250190779
233,11,20000,1.6,0.037299425569260615,0.11659033734752063
234,11,20000,1.6,0.041831455025921976,0.12029563950985639
235,11,20000,1.6,0.03993625764419897,0.11754323744977739
236,11,20000,1.6,0.0432925629100077,0.121567396186652
237,11,20000,1.6,0.04208052416620656,0.10659041952520257
238,11,20000,1.6,0.04443986424352388,0.12408833673639606
239,11,20000,1.6,0.044283410161245824,0.12202289428145283
240,11,20000,1.6,0.042353030465583606,0.11855030670608657
241,11,20000,1.8,0.05591473631715424,0.09661393349276452
242,11,20000,1.8,0.06216065009412741,0.10296537172132503
243,11,20000,1.8,0.043201146874521874,0.12653306371315112
244,11,20000,1.8,0.040334179788789844,0.09854937573939936
245,11,20000,1.8,0.04461386329262572,0.11787889068295394
246,11,20000,1.8,0.04376735807196109,0.12398919063622728
247,11,20000,1.8,0.042146589124333084,0.12165123641840571
248,11,20000,1.8,0.07029452723101003,0.08369228736723124
249,11,20000,1.8,0.051596893760709514,0.09067358937880603
250,11,20000,1.8,0.04550008848722326,0.10566304254327033
251,11,40000,1.0,0.022523147792759,0.06897403393236586
252,11,40000,1.0,0.024582023647010443,0.06589066522106751
253,11,40000,1.0,0.0259412862456846,0.07029222317167551
254,11,40000,1.0,0.02973172259092959,0.06479342806910042
255,11,40000,1.0,0.026004778074794163,0.07048200356915622
256,11,40000,1.0,0.027522889523326696,0.07051926225551225
257,11,40000,1.0,0.025226587479633373,0.06876844095968423
258,11,40000,1.0,0.02443833648888946,0.06899862288717348
259,11,40000,1.0,0.02573644621427605,0.07070712604250798
260,11,40000,1.0,0.027807035431498622,0.06973185423045018
261,11,40000,1.2,0.029303633325764692,0.08131999002293581
262,11,40000,1.2,0.0285577310962675,0.07987924124623179
263,11,40000,1.2,0.02845253208820843,0.08010135073139125
264,11,40000,1.2,0.02747786708029703,0.08082161862944914
265,11,40000,1.2,0.03128617672676194,0.07493190350283517
266,11,40000,1.2,0.029320681251768645,0.07970187692214029
267,11,40000,1.2,0.03958048802626181,0.06327760216332817
268,11,40000,1.2,0.02955372141772018,0.08257382802686739
269,11,40000,1.2,0.03101300650732772,0.07685033775994385
270,11,40000,1.2,0.03083421229507284,0.07511518163360774
271,11,40000,1.4,0.0301988013357838,0.08697860483610632
272,11,40000,1.4,0.03066024257467813,0.08319772332348248
273,11,40000,1.4,0.03198568575681691,0.08264224604296364
274,11,40000,1.4,0.03021697865696954,0.08249611601240672
275,11,40000,1.4,0.03036351801381038,0.08764028077229821
276,11,40000,1.4,0.030859438984835712,0.08864598947152438
277,11,40000,1.4,0.031679624936962365,0.08445965055686618
278,11,40000,1.4,0.03056472921671385,0.08765636509667578
279,11,40000,1.4,0.02996473977412386,0.08719518080862554
280,11,40000,1.4,0.031296878855845894,0.08568378480390153
281,11,40000,1.6,0.03491726773197842,0.09116246053941122
282,11,40000,1.6,0.029584435932408296,0.08761715931748411
283,11,40000,1.6,0.03575352376698412,0.08850469131944097
284,11,40000,1.6,0.039194185854191245,0.08254149348487488
285,11,40000,1.6,0.03366382247644868,0.08824703436430273
286,11,40000,1.6,0.0336662486046611,0.09083948893974102
287,11,40000,1.6,0.031669569006436665,0.08632471622850327
288,11,40000,1.6,0.03350161482581388,0.08851302920993077
289,11,40000,1.6,0.03269388740380795,0.08474307479109189
290,11,40000,1.6,0.04181832329901698,0.08309692880852096
291,11,40000,1.8,0.03185268437139112,0.08342896216808876
292,11,40000,1.8,0.03522043748904008,0.08975403786168659
293,11,40000,1.8,0.03621520539800148,0.08919417775593692
294,11,40000,1.8,0.03620413478868691,0.09091514143970736
295,11,40000,1.8,0.03632890687857409,0.08992754853638446
296,11,40000,1.8,0.03689037503658644,0.08997409895340068
297,11,40000,1.8,0.044135998289215966,0.08693288810771009
298,11,40000,1.8,0.032537772021307365,0.08835187589285091
299,11,40000,1.8,0.04618068089338382,0.08634870995021371
300,11,40000,1.8,0.03699796074398844,0.09110650974409068
301,12,10000,1.0,0.045723521667282455,0.11833853724562932
302,12,10000,1.0,0.049146742139547235,0.11326741394008644
303,12,10000,1.0,0.05282089252270439,0.09087750035462674
304,12,10000,1.0,0.04325501810169206,0.0946471764474249
305,12,10000,1.0,0.046141932858595996,0.12107971005503698
306,12,10000,1.0,0.04525611337541434,0.10556442609658022
307,12,10000,1.0,0.047733313504311786,0.11203867828846413
308,12,10000,1.0,0.06287919126460985,0.09848626809089008
309,12,10000,1.0,0.04445040774711083,0.11994875586660039
310,12,10000,1.0,0.047163028710857355,0.11490031144285105
311,12,10000,1.2,0.04931317380526003,0.14149059597555264
312,12,10000,1.2,0.047088460525805995,0.12891299662177638
313,12,10000,1.2,0.05686396158954255,0.11547120645263301
314,12,10000,1.2,0.04701460285907727,0.13544943604353538
315,12,10000,1.2,0.049128407330418136,0.14016580526322092
316,12,10000,1.2,0.047771833090694306,0.13126185081916794
317,12,10000,1.2,0.0738039558469516,0.07369909175437893
318,12,10000,1.2,0.061930652150924435,0.08910133812275452
319,12,10000,1.2,0.06301036504092518,0.09740464402690177
320,12,10000,1.2,0.05084763727456454,0.12648421946195507
321,12,10000,1.4,0.0813420984704786,0.09566250075735884
322,12,10000,1.4,0.06131911355356793,0.13567961867513656
323,12,10000,1.4,0.053498783909291775,0.1621379102012748
324,12,10000,1.4,0.05072317751988013,0.16305977468591862
325,12,10000,1.4,0.06944246592688756,0.12998909012435725
326,12,10000,1.4,0.05441872705362501,0.13204322306158792
327,12,10000,1.4,0.05306134049740932,0.12775009247424438
328,12,10000,1.4,0.052153402844467886,0.1607605112217504
329,12,10000,1.4,0.04827910483326079,0.1618543836844599
330,12,10000,1.4,0.07404409970019175,0.12990084314648692
331,12,10000,1.6,0.057496518222003946,0.17300482455763838
332,12,10000,1.6,0.057771116082202534,0.17555726078754108
333,12,10000,1.6,0.06372284787000101,0.17042128755786
334,12,10000,1.6,0.05592706148302317,0.18354423221295793
335,12,10000,1.6,0.05223604836864461,0.1783379975457906
336,12,10000,1.6,0.06741032346242545,0.16558888324384385
337,12,10000,1.6,0.07947102931041904,0.13071342616357462
338,12,10000,1.6,0.057405313228055276,0.16656441381846135
339,12,10000,1.6,0.05245192462409556,0.15823847154785622
340,12,10000,1.6,0.05407854363745742,0.17021811431070435
341,12,10000,1.8,0.06259739236089548,0.19792268069786217
342,12,10000,1.8,0.07782760497257452,0.14070336502994044
343,12,10000,1.8,0.05929212881133414,0.19580653069734685
344,12,10000,1.8,0.07500905537965508,0.15892494736907367
345,12,10000,1.8,0.06174216926374038,0.15637860086363886
346,12,10000,1.8,0.06041274911353593,0.17085439272926292
347,12,10000,1.8,0.06180443142387313,0.17924922605595311
348,12,10000,1.8,0.06186360590469838,0.19658523126071714
349,12,10000,1.8,0.05562216443169574,0.17959056692921493
350,12,10000,1.8,0.05597204850214951,0.18267862862216502
351,12,20000,1.0,0.03353771157308625,0.08395352580012536
352,12,20000,1.0,0.03318930789968143,0.08465893673123244
353,12,20000,1.0,0.03862164692954247,0.08006754097297329
354,12,20000,1.0,0.037830316658115835,0.0961340318245779
355,12,20000,1.0,0.03561735500376751,0.09019636895296582
356,12,20000,1.0,0.03700259396606972,0.09490183117335999
357,12,20000,1.0,0.038031357020122766,0.09655569032023875
358,12,20000,1.0,0.035587812159272994,0.09808345485369184
359,12,20000,1.0,0.0380255160189859,0.09649987146973107
360,12,20000,1.0,0.03340997067780155,0.09163134705366491
361,12,20000,1.2,0.06535502590182433,0.09457913023574259
362,12,20000,1.2,0.04250022672632289,0.10289087056816207
363,12,20000,1.2,0.041146685445577806,0.10554944345926565
364,12,20000,1.2,0.04863892778359175,0.08899544556374495
365,12,20000,1.2,0.04356391123795031,0.10925314862927646
366,12,20000,1.2,0.035928748481773035,0.11087597619297067
367,12,20000,1.2,0.04751831864660126,0.09948293160547841
368,12,20000,1.2,0.03996800475229384,0.11135893645790447
369,12,20000,1.2,0.039651242763592255,0.1127202777521867
370,12,20000,1.2,0.04245825840764001,0.11036613855324696
371,12,20000,1.4,0.05128024679415383,0.10475625405686387
372,12,20000,1.4,0.044596892638948296,0.11641066409141472
373,12,20000,1.4,0.03844563108478881,0.13480826946809557
374,12,20000,1.4,0.06985990275913785,0.09310589929598735
375,12,20000,1.4,0.04017083372452803,0.13262319876850193
376,12,20000,1.4,0.04165249750342783,0.13424360629818408
377,12,20000,1.4,0.050542030558243314,0.10573748588385297
378,12,20000,1.4,0.0384872058364081,0.13508821771855264
379,12,20000,1.4,0.050985059234900765,0.12224561133568296
380,12,20000,1.4,0.037450511303000644,0.13354793321839686
381,12,20000,1.6,0.054540390765049754,0.12284333341257199
382,12,20000,1.6,0.058221498362975355,0.13525330591457876
383,12,20000,1.6,0.06380712310320232,0.11795135771222696
384,12,20000,1.6,0.04721335478008676,0.1491861217622373
385,12,20000,1.6,0.04745857019828084,0.14664233627494083
386,12,20000,1.6,0.058121517627376613,0.11761902441624214
387,12,20000,1.6,0.046829450819808924,0.1499107946858483
388,12,20000,1.6,0.048671075641330726,0.14324113068933675
389,12,20000,1.6,0.04434623647850223,0.14715421705448153
390,12,20000,1.6,0.04316943903177551,0.14814045889295283
391,12,20000,1.8,0.04525406343603715,0.14550840026276177
392,12,20000,1.8,0.046550478976172587,0.14887777730747204
393,12,20000,1.8,0.04956798596813244,0.15502603167030374
394,12,20000,1.8,0.048028831921376615,0.14531546413259433
395,12,20000,1.8,0.046983431949309096,0.15876791920951017
396,12,20000,1.8,0.05227177008817057,0.1540494638300598
397,12,20000,1.8,0.0723483168843714,0.1182719884549373
398,12,20000,1.8,0.05822068468837226,0.1254429915739482
399,12,20000,1.8,0.05369489389442276,0.13778416203847377
400,12,20000,1.8,0.04904363313926372,0.1603313510118654
401,12,40000,1.0,0.027884249912724063,0.0761700797899989
402,12,40000,1.0,0.02554301383114089,0.07798731832105604
403,12,40000,1.0,0.03375898699912729,0.06902905180479378
404,12,40000,1.0,0.033944513256566486,0.07307797299475895
405,12,40000,1.0,0.028982581797910627,0.07818607254295407
406,12,40000,1.0,0.029176012353511787,0.07151519079010814
407,12,40000,1.0,0.0329519038489237,0.06622898900522758
408,12,40000,1.0,0.031106385977823805,0.07353977950907771
409,12,40000,1.0,0.026588843404233384,0.0790833598226542
410,12,40000,1.0,0.03170622003958635,0.07208685798070631
411,12,40000,1.2,0.03011405503249706,0.09650817325313743
412,12,40000,1.2,0.05069187443599053,0.06638469613329298
413,12,40000,1.2,0.03520703225669063,0.08833557681530631
414,12,40000,1.2,0.03448902266777981,0.0725097996314524
415,12,40000,1.2,0.03274839563379823,0.08959158874333897
416,12,40000,1.2,0.03629956191323506,0.08196553328418894
417,12,40000,1.2,0.030424716492987544,0.09582015517208099
418,12,40000,1.2,0.034802374568514566,0.0875333645309641
419,12,40000,1.2,0.028804040441467473,0.09562038117420762
420,12,40000,1.2,0.03232144612200648,0.08662682970585898
421,12,40000,1.4,0.034720956015290315,0.10938412458508028
422,12,40000,1.4,0.03699918020337237,0.10319878904479891
423,12,40000,1.4,0.03566925352573849,0.10383186487279794
424,12,40000,1.4,0.03776819818009258,0.10198585966148986
425,12,40000,1.4,0.03730836271976486,0.09337253990068545
426,12,40000,1.4,0.05149754853994383,0.08680756322053486
427,12,40000,1.4,0.03405234074623701,0.1088248836018939
428,12,40000,1.4,0.039075402911548096,0.10172920850597546
429,12,40000,1.4,0.055278730016372464,0.093273224357754
430,12,40000,1.4,0.051950758610522355,0.08057009169656584
431,12,40000,1.6,0.03659894992576479,0.11489756826552704
432,12,40000,1.6,0.05035604830893233,0.10570557552604089
433,12,40000,1.6,0.03918262251493162,0.1129730499240023
434,12,40000,1.6,0.036397964621095256,0.11755758120585513
435,12,40000,1.6,0.041858295821996086,0.10194165583152666
436,12,40000,1.6,0.040435353999153455,0.1108514633391126
437,12,40000,1.6,0.038435811919264054,0.11535944185182379
438,12,40000,1.6,0.041586274037341074,0.10051138211832633
439,12,40000,1.6,0.048456408760789056,0.06477872774048826
440,12,40000,1.6,0.03568861876464606,0.11224837297345609
441,12,40000,1.8,0.036646551867004815,0.10825059817612082
442,12,40000,1.8,0.0652354421968189,0.07366187949089203
443,12,40000,1.8,0.09198110799600473,0.09993227021042358
444,12,40000,1.8,0.04171952291807113,0.12520402454928695
445,12,40000,1.8,0.046952150847420784,0.11345281936035916
446,12,40000,1.8,0.06106338659797667,0.0969425538596031
447,12,40000,1.8,0.06591224417184927,0.08683792601588522
448,12,40000,1.8,0.04136626309336172,0.09055467641073744
449,12,40000,1.8,0.0415996727624342,0.12220677863425805
450,12,40000,1.8,0.041295069138929594,0.10957812089462254
451,12,60000,1.0,0.028576359953751535,0.06304704227568646
452,12,60000,1.0,0.037470493122326386,0.05941336658330046
453,12,60000,1.0,0.027936616077187903,0.07025788159223975
454,12,60000,1.0,0.02877050006240535,0.06586163411937447
455,12,60000,1.0,0.0341743831986367,0.06571715707315649
456,12,60000,1.0,0.034425218647507444,0.06696597229003842
457,12,60000,1.0,0.02803836227388316,0.06811566107983978
458,12,60000,1.0,0.026675885693148486,0.06963829954400844
459,12,60000,1.0,0.039696527761899955,0.06535768597734687
460,12,60000,1.0,0.029165930360680416,0.06765108831113759
461,12,60000,1.2,0.041631604568318596,0.050456064587586065
462,12,60000,1.2,0.025195913643970273,0.08316368087431257
463,12,60000,1.2,0.03225274279385465,0.07685552404192424
464,12,60000,1.2,0.027478479720594445,0.08196619336282247
465,12,60000,1.2,0.02615093533305535,0.08190226830530023
466,12,60000,1.2,0.03487119953860058,0.06495681079366501
467,12,60000,1.2,0.02683513555394874,0.08507396345079764
468,12,60000,1.2,0.027042185539933147,0.08380024526556767
469,12,60000,1.2,0.03849189444925155,0.06935421261295037
470,12,60000,1.2,0.026910253238514415,0.0836618089074487
471,12,60000,1.4,0.02858563164019338,0.09357216416097439
472,12,60000,1.4,0.030017224409249775,0.09428935348998567
473,12,60000,1.4,0.031008661274206116,0.07967868101626928
474,12,60000,1.4,0.04948327788521203,0.08416908134747454
475,12,60000,1.4,0.030261253788205628,0.09039021059321135
476,12,60000,1.4,0.04181947385596932,0.0841467704037434
477,12,60000,1.4,0.03064698706770642,0.09539927517451303
478,12,60000,1.4,0.03865714486467748,0.08360836635552292
479,12,60000,1.4,0.03233784616982758,0.09064451422636638
480,12,60000,1.4,0.029378263399743507,0.09275770523734472
481,12,60000,1.6,0.08757778032977699,0.07416406578780667
482,12,60000,1.6,0.049621386597292705,0.09618111370501083
483,12,60000,1.6,0.033813488410136636,0.09850669490581976
484,12,60000,1.6,0.032897115400083915,0.09966972512814727
485,12,60000,1.6,0.03382294658797907,0.09765898045369928
486,12,60000,1.6,0.03895535639085517,0.09821103519786091
487,12,60000,1.6,0.03340071279514391,0.10056045931031102
488,12,60000,1.6,0.03228534075289291,0.09941828791703294
489,12,60000,1.6,0.03366242069547369,0.10101762340343322
490,12,60000,1.6,0.04027721977872084,0.08658670337020519
491,12,60000,1.8,0.03630584298173351,0.10369680631741392
492,12,60000,1.8,0.04506159560778274,0.0888139989416634
493,12,60000,1.8,0.03755089237481927,0.09793001985429013
494,12,60000,1.8,0.036866226408860336,0.10410404225543823
495,12,60000,1.8,0.03600102692074388,0.09903715942922443
496,12,60000,1.8,0.03568240273250771,0.09743674484526328
497,12,60000,1.8,0.03541317843110129,0.10215726189227285
498,12,60000,1.8,0.04930301089713923,0.09684159074798522
499,12,60000,1.8,0.04593538280589044,0.0946090272028083
500,12,60000,1.8,0.03486406266439355,0.10113639919220653
501,13,10000,1.0,0.04755248914298967,0.11977439901429071
502,13,10000,1.0,0.046054931233082436,0.12048368641918886
503,13,10000,1.0,0.04758783381212075,0.1211673489584671
504,13,10000,1.0,0.04864011379552829,0.12304914998094449
505,13,10000,1.0,0.048999213569626485,0.12463122850730946
506,13,10000,1.0,0.050116107494290275,0.12382221567727726
507,13,10000,1.0,0.04892574210984507,0.12467134130424555
508,13,10000,1.0,0.049661260219006145,0.11019887963269955
509,13,10000,1.0,0.04701764406732514,0.12091653103152948
510,13,10000,1.0,0.05583003786636944,0.11122249481359661
511,13,10000,1.2,0.05210486798519162,0.13721253618434487
512,13,10000,1.2,0.05526170284249354,0.15067538443664882
513,13,10000,1.2,0.05728442446194841,0.14886975271717642
514,13,10000,1.2,0.05601014079607202,0.15005052838748772
515,13,10000,1.2,0.06935951425369076,0.11147428920845516
516,13,10000,1.2,0.059214520870038256,0.1402710562237715
517,13,10000,1.2,0.055774738551802136,0.15479906609982438
518,13,10000,1.2,0.0592766424347485,0.11039288339259323
519,13,10000,1.2,0.04998290447640997,0.1523743041936006
520,13,10000,1.2,0.05307818078121922,0.1491539993062002
521,13,10000,1.4,0.055258364136829816,0.1743019123425408
522,13,10000,1.4,0.05810413538351028,0.16233028085879844
523,13,10000,1.4,0.08033723272686102,0.14618070368581412
524,13,10000,1.4,0.05878787146500392,0.1489912521745082
525,13,10000,1.4,0.05744967036679859,0.16967238937058257
526,13,10000,1.4,0.06026063616017114,0.14846140020474047
527,13,10000,1.4,0.0902154137885658,0.1247092312217776
528,13,10000,1.4,0.054931840549341394,0.17595713931880266
529,13,10000,1.4,0.0563632891956023,0.16822952032146823
530,13,10000,1.4,0.055116188680318486,0.17702459690177913
531,13,10000,1.6,0.05739296454746953,0.186257425545072
532,13,10000,1.6,0.053474324860149226,0.20032128431012752
533,13,10000,1.6,0.06318366029207377,0.1839688701263875
534,13,10000,1.6,0.06417738615953465,0.17341783714839376
535,13,10000,1.6,0.053718272683096716,0.19583148349857152
536,13,10000,1.6,0.055447178394055864,0.16270613712635543
537,13,10000,1.6,0.05710405385021491,0.19978463961417608
538,13,10000,1.6,0.07058706774638561,0.16130806806045364
539,13,10000,1.6,0.061657006123940705,0.11522386125969586
540,13,10000,1.6,0.054225347176331436,0.20073130389445334
541,13,10000,1.8,0.06634047583749349,0.21617747918650337
542,13,10000,1.8,0.06576363815227763,0.1596059502982708
543,13,10000,1.8,0.06570572478712507,0.2048299201445048
544,13,10000,1.8,0.06800321323548784,0.20718346225686568
545,13,10000,1.8,0.09871212860700489,0.17187314811740603
546,13,10000,1.8,0.09905833155790858,0.15463780042006373
547,13,10000,1.8,0.057719756948027036,0.21011278317648036
548,13,10000,1.8,0.06098148282158658,0.20099351746926297
549,13,10000,1.8,0.08128930866229787,0.16582431328900465
550,13,10000,1.8,0.06724491388163607,0.1781811874011383
551,13,20000,1.0,0.04158537978690573,0.10526831276296852
552,13,20000,1.0,0.04707017306666041,0.06895017055905694
553,13,20000,1.0,0.03960508104184627,0.1026535595776984
554,13,20000,1.0,0.04124522783777988,0.08686423975669649
555,13,20000,1.0,0.040960952629687214,0.09364204678980925
556,13,20000,1.0,0.038550632826577697,0.10528798546748305
557,13,20000,1.0,0.04047874664048022,0.10642860602669882
558,13,20000,1.0,0.04705485702843852,0.09230393108165691
559,13,20000,1.0,0.03892722848387909,0.10047725585646866
560,13,20000,1.0,0.0412393244050967,0.10514122971362887
561,13,20000,1.2,0.04118143789447593,0.093858963842147
562,13,20000,1.2,0.0412671194885802,0.12832509613598708
563,13,20000,1.2,0.042053351402853656,0.12502587925965472
564,13,20000,1.2,0.04326629430837409,0.11992546847730247
565,13,20000,1.2,0.03991470640904609,0.11130287635625509
566,13,20000,1.2,0.039134985927228395,0.11977118003828544
567,13,20000,1.2,0.040589625550345725,0.12458650565116888
568,13,20000,1.2,0.034476328913524715,0.054109651562910956
569,13,20000,1.2,0.04530068298874248,0.12399969247613213
570,13,20000,1.2,0.04087055789748565,0.1197267427790469
571,13,20000,1.4,0.06803680006525364,0.11469285920239548
572,13,20000,1.4,0.04432075949111308,0.14981746442954494
573,13,20000,1.4,0.05742187808807351,0.1453506664770176
574,13,20000,1.4,0.04679056828157479,0.13515840020596226
575,13,20000,1.4,0.043891275786983895,0.1375154306214282
576,13,20000,1.4,0.04716359032637785,0.14087450848838431
577,13,20000,1.4,0.058418548181748006,0.10087430026942872
578,13,20000,1.4,0.04488739878943702,0.15005384500683955
579,13,20000,1.4,0.05047112055799228,0.1342137702451554
580,13,20000,1.4,0.042443951039662094,0.14691638400574256
581,13,20000,1.6,0.046657120166353844,0.1690658046520997
582,13,20000,1.6,0.050353617819307216,0.16804382517608712
583,13,20000,1.6,0.047917329510631684,0.16461544284347412
584,13,20000,1.6,0.04548623874829567,0.16826391997349016
585,13,20000,1.6,0.14385091870623168,0.17077440251817433
586,13,20000,1.6,0.056521872098131816,0.1526584960364864
587,13,20000,1.6,0.0527892461136889,0.14829073101027535
588,13,20000,1.6,0.06045183259184927,0.10631448266814333
589,13,20000,1.6,0.04714250139649871,0.14722588194574573
590,13,20000,1.6,0.07676948512660633,0.1253235159936517
591,13,20000,1.8,0.06150888507184989,0.14489721441305678
592,13,20000,1.8,0.048398586795207074,0.1803110190441291
593,13,20000,1.8,0.06750112113676955,0.1537099363124451
594,13,20000,1.8,0.04875980043134653,0.18321023277612625
595,13,20000,1.8,0.05003209026238141,0.16205037291217378
596,13,20000,1.8,0.15988921398323572,0.1860575048910444
597,13,20000,1.8,0.0496024188710797,0.17368176132835228
598,13,20000,1.8,0.07580366688320124,0.12834927478887928
599,13,20000,1.8,0.050960043823223854,0.1674574097950629
600,13,20000,1.8,0.05960102507894377,0.1642167241729451
601,13,40000,1.0,0.030965130759775625,0.08463751121977325
602,13,40000,1.0,0.04833740500443793,0.08168822101942867
603,13,40000,1.0,0.03359822089411372,0.08396695202695782
604,13,40000,1.0,0.030693439134593364,0.0889329201708566
605,13,40000,1.0,0.03386509956209049,0.08210560901037324
606,13,40000,1.0,0.037795204403243875,0.06923112305640013
607,13,40000,1.0,0.03365711965491096,0.08175905716743675
608,13,40000,1.0,0.030747741127147593,0.08657876573835886
609,13,40000,1.0,0.04599108722361361,0.07012426712770223
610,13,40000,1.0,0.032081695377982555,0.08680186557527618
611,13,40000,1.2,0.035684643604894595,0.10450536723667773
612,13,40000,1.2,0.036435031086824436,0.08575842534761219
613,13,40000,1.2,0.032667290937089276,0.10717364008442672
614,13,40000,1.2,0.04180972156803049,0.09688145623951218
615,13,40000,1.2,0.04308767867656685,0.07777937334172977
616,13,40000,1.2,0.04836072862074682,0.07316285560969496
617,13,40000,1.2,0.03561383670243241,0.09911289384891155
618,13,40000,1.2,0.03796753577582579,0.10063734305576653
619,13,40000,1.2,0.05066470277102401,0.09620252271766268
620,13,40000,1.2,0.03436353493005357,0.09904070719091125
621,13,40000,1.4,0.041368397070581715,0.11419034949039608
622,13,40000,1.4,0.053145397006306556,0.10290352677807316
623,13,40000,1.4,0.03904665149889437,0.11170280783797629
624,13,40000,1.4,0.03837147024990807,0.12404238800409728
625,13,40000,1.4,0.04432917652000473,0.1196854961371004
626,13,40000,1.4,0.034480537615284565,0.12468716356077611
627,13,40000,1.4,0.03617824375344481,0.1212283077045304
