f_n,s_n,d,N,pi_s,div,s,c
1212,7,16,40000,1.2,0.11863341860385089,0.007,10
1212,8,16,40000,1.2,0.11971994172770863,0.008,6
1212,9,16,40000,1.2,0.12094210156667741,0.009,5
1212,10,16,40000,1.2,0.12094210156667741,0.01,5
1213,1,16,40000,1.2,0.04680946508752211,0.001,277
1213,2,16,40000,1.2,0.06141143315071193,0.002,128
1213,3,16,40000,1.2,0.06643935817205114,0.003,99
1213,4,16,40000,1.2,0.07349368350743764,0.004,69
1213,5,16,40000,1.2,0.08071161796694291,0.005,47
1213,6,16,40000,1.2,0.08666681870531655,0.006,37
1213,7,16,40000,1.2,0.08757447850284632,0.007,32
1213,8,16,40000,1.2,0.088063570355701,0.008,29
1213,9,16,40000,1.2,0.09578907734994342,0.009,24
1213,10,16,40000,1.2,0.10789579094255089,0.01,16
1214,1,16,40000,1.2,0.04339712635309268,0.001,266
1214,2,16,40000,1.2,0.052400947988737095,0.002,131
1214,3,16,40000,1.2,0.06095083206077909,0.003,100
1214,4,16,40000,1.2,0.07533135634866067,0.004,73
1214,5,16,40000,1.2,0.09097732292910585,0.005,47
1214,6,16,40000,1.2,0.09539922808908548,0.006,37
1214,7,16,40000,1.2,0.11353706493618562,0.007,20
1214,8,16,40000,1.2,0.12649646583388424,0.008,5
1214,9,16,40000,1.2,0.1311976124592853,0.009,1
1214,10,16,40000,1.2,0.1311976124592853,0.01,1
1215,1,16,40000,1.2,0.04706527698809923,0.001,268
1215,2,16,40000,1.2,0.05743705214636928,0.002,134
1215,3,16,40000,1.2,0.07467768888269116,0.003,74
1215,4,16,40000,1.2,0.08057429714785089,0.004,51
1215,5,16,40000,1.2,0.09022602990240343,0.005,37
1215,6,16,40000,1.2,0.09448521434637382,0.006,30
1215,7,16,40000,1.2,0.10935148385849171,0.007,22
1215,8,16,40000,1.2,0.11192533461488516,0.008,16
1215,9,16,40000,1.2,0.11547220512355937,0.009,13
1215,10,16,40000,1.2,0.11555389142094599,0.01,12
1216,1,16,40000,1.2,0.04326369188895669,0.001,282
1216,2,16,40000,1.2,0.05121799336006537,0.002,153
1216,3,16,40000,1.2,0.067635028319229,0.003,96
1216,4,16,40000,1.2,0.07901172198528715,0.004,64
1216,5,16,40000,1.2,0.09000169633457317,0.005,41
1216,6,16,40000,1.2,0.0958913828029389,0.006,29
1216,7,16,40000,1.2,0.09787297291446719,0.007,25
1216,8,16,40000,1.2,0.10772878930375845,0.008,18
1216,9,16,40000,1.2,0.11162373716066766,0.009,13
1216,10,16,40000,1.2,0.11315720533189294,0.01,11
1217,1,16,40000,1.2,0.04238676553435951,0.001,197
1217,2,16,40000,1.2,0.052184518850080436,0.002,125
1217,3,16,40000,1.2,0.05447654290335323,0.003,113
1217,4,16,40000,1.2,0.06982025414539045,0.004,80
1217,5,16,40000,1.2,0.09524318056391536,0.005,37
1217,6,16,40000,1.2,0.11153349765525565,0.006,17
1217,7,16,40000,1.2,0.11829484613990014,0.007,10
1217,8,16,40000,1.2,0.12083485981767281,0.008,7
1217,9,16,40000,1.2,0.12988218147007233,0.009,2
1217,10,16,40000,1.2,0.13085948514379878,0.01,1
1218,1,16,40000,1.2,0.04235660226435532,0.001,184
1218,2,16,40000,1.2,0.055348346075924704,0.002,120
1218,3,16,40000,1.2,0.055348346075924704,0.003,120
1218,4,16,40000,1.2,0.055348346075924704,0.004,120
1218,5,16,40000,1.2,0.09659115185650563,0.005,51
1218,6,16,40000,1.2,0.131219439765099,0.006,0
1218,7,16,40000,1.2,0.131219439765099,0.007,0
1218,8,16,40000,1.2,0.131219439765099,0.008,0
1218,9,16,40000,1.2,0.131219439765099,0.009,0
1218,10,16,40000,1.2,0.131219439765099,0.01,0
1219,1,16,40000,1.2,0.05989191935481073,0.001,225
1219,2,16,40000,1.2,0.06744924656001093,0.002,111
1219,3,16,40000,1.2,0.08548208958206137,0.003,78
1219,4,16,40000,1.2,0.10125353753983614,0.004,57
1219,5,16,40000,1.2,0.11159969740717711,0.005,40
1219,6,16,40000,1.2,0.11479199149013976,0.006,33
1219,7,16,40000,1.2,0.11570634185052588,0.007,25
1219,8,16,40000,1.2,0.11868750956264174,0.008,23
1219,9,16,40000,1.2,0.11868750956264174,0.009,23
1219,10,16,40000,1.2,0.11861909767432431,0.01,16
1220,1,16,40000,1.2,0.04777203815442896,0.001,261
1220,2,16,40000,1.2,0.05876262136777525,0.002,128
1220,3,16,40000,1.2,0.07096426057500105,0.003,84
1220,4,16,40000,1.2,0.08058153337878417,0.004,56
1220,5,16,40000,1.2,0.0920852073722875,0.005,38
1220,6,16,40000,1.2,0.09686657016864926,0.006,30
1220,7,16,40000,1.2,0.1040672734121393,0.007,24
1220,8,16,40000,1.2,0.10847637177157726,0.008,20
1220,9,16,40000,1.2,0.11107598280915885,0.009,18
1220,10,16,40000,1.2,0.11482050255287425,0.01,15
1221,1,16,40000,1.4,0.13940068154167623,0.001,117
1221,2,16,40000,1.4,0.05589275090050184,0.002,285
1221,3,16,40000,1.4,0.061830751601119636,0.003,166
1221,4,16,40000,1.4,0.07191020708605936,0.004,120
1221,5,16,40000,1.4,0.08185395808462866,0.005,91
1221,6,16,40000,1.4,0.08869531416542888,0.006,75
1221,7,16,40000,1.4,0.10355339780550639,0.007,57
1221,8,16,40000,1.4,0.11558482132713474,0.008,42
1221,9,16,40000,1.4,0.12572480639210543,0.009,33
1221,10,16,40000,1.4,0.12858516781880558,0.01,30
1222,1,16,40000,1.4,0.12913685514552165,0.001,120
1222,2,16,40000,1.4,0.048284385120809126,0.002,239
1222,3,16,40000,1.4,0.05917505173635423,0.003,138
1222,4,16,40000,1.4,0.0666147979229051,0.004,126
1222,5,16,40000,1.4,0.0700104928194445,0.005,113
1222,6,16,40000,1.4,0.08049626287933957,0.006,93
1222,7,16,40000,1.4,0.09662034870905736,0.007,67
1222,8,16,40000,1.4,0.1145237093472488,0.008,42
1222,9,16,40000,1.4,0.12483983265787076,0.009,25
1222,10,16,40000,1.4,0.13309870347930144,0.01,17
1223,1,16,40000,1.4,0.11552873060909068,0.001,129
1223,2,16,40000,1.4,0.06318866237317555,0.002,254
1223,3,16,40000,1.4,0.07140341099220784,0.003,170
1223,4,16,40000,1.4,0.08045216698062788,0.004,134
1223,5,16,40000,1.4,0.09168019772470759,0.005,98
1223,6,16,40000,1.4,0.10166397037829705,0.006,77
1223,7,16,40000,1.4,0.10766816985549647,0.007,59
1223,8,16,40000,1.4,0.11055426397273697,0.008,49
1223,9,16,40000,1.4,0.11226025254097938,0.009,39
1223,10,16,40000,1.4,0.11548529174786216,0.01,33
1224,1,16,40000,1.4,0.13010485458116622,0.001,113
1224,2,16,40000,1.4,0.060395106385127205,0.002,126
1224,3,16,40000,1.4,0.06359967058333432,0.003,120
1224,4,16,40000,1.4,0.06359967058333432,0.004,120
1224,5,16,40000,1.4,0.06359967058333432,0.005,120
1224,6,16,40000,1.4,0.06359967058333432,0.006,120
1224,7,16,40000,1.4,0.06951622962392404,0.007,106
1224,8,16,40000,1.4,0.14724624309324694,0.008,15
1224,9,16,40000,1.4,0.155954757533881,0.009,0
1224,10,16,40000,1.4,0.155954757533881,0.01,0
1225,1,16,40000,1.4,0.12113679471772018,0.001,99
1225,2,16,40000,1.4,0.05305062966968191,0.002,216
1225,3,16,40000,1.4,0.06533109869106271,0.003,151
1225,4,16,40000,1.4,0.07405312215704672,0.004,128
1225,5,16,40000,1.4,0.0858019901000439,0.005,100
1225,6,16,40000,1.4,0.10463476268838778,0.006,59
1225,7,16,40000,1.4,0.1144343441410706,0.007,38
1225,8,16,40000,1.4,0.11408959568860566,0.008,34
1225,9,16,40000,1.4,0.11426278680303437,0.009,33
1225,10,16,40000,1.4,0.12031702106584652,0.01,29
1226,1,16,40000,1.4,0.11021505365565966,0.001,117
1226,2,16,40000,1.4,0.05109195743994096,0.002,203
1226,3,16,40000,1.4,0.06099042497239807,0.003,135
1226,4,16,40000,1.4,0.06701223883960242,0.004,124
1226,5,16,40000,1.4,0.07040016699748633,0.005,116
1226,6,16,40000,1.4,0.09359462688139435,0.006,79
1226,7,16,40000,1.4,0.1108043408863766,0.007,55
1226,8,16,40000,1.4,0.12435471705061278,0.008,31
1226,9,16,40000,1.4,0.132137176989688,0.009,16
1226,10,16,40000,1.4,0.13390986613242906,0.01,11
1227,1,16,40000,1.4,0.13726999065682638,0.001,107
1227,2,16,40000,1.4,0.05030808575581836,0.002,245
1227,3,16,40000,1.4,0.05539863373256116,0.003,175
1227,4,16,40000,1.4,0.06719429454355554,0.004,124
1227,5,16,40000,1.4,0.07915641365169752,0.005,93
1227,6,16,40000,1.4,0.09055332229248057,0.006,63
1227,7,16,40000,1.4,0.10128498361718914,0.007,47
1227,8,16,40000,1.4,0.10372046415120097,0.008,41
1227,9,16,40000,1.4,0.11460040515924957,0.009,29
1227,10,16,40000,1.4,0.11819338502389605,0.01,24
1228,1,16,40000,1.4,0.12245022843934297,0.001,108
1228,2,16,40000,1.4,0.055966186164697285,0.002,212
1228,3,16,40000,1.4,0.06244187631708277,0.003,145
1228,4,16,40000,1.4,0.06445052321889157,0.004,134
1228,5,16,40000,1.4,0.07523714779940327,0.005,104
1228,6,16,40000,1.4,0.0960084676896963,0.006,73
1228,7,16,40000,1.4,0.11254571934442233,0.007,50
1228,8,16,40000,1.4,0.12115050404585848,0.008,38
1228,9,16,40000,1.4,0.13067561230633606,0.009,24
1228,10,16,40000,1.4,0.13867656496427302,0.01,15
1229,1,16,40000,1.4,0.1284268269426391,0.001,114
1229,2,16,40000,1.4,0.04333572552354552,0.002,277
1229,3,16,40000,1.4,0.05202482843086699,0.003,165
1229,4,16,40000,1.4,0.06361780543399265,0.004,121
1229,5,16,40000,1.4,0.07221138527740882,0.005,99
1229,6,16,40000,1.4,0.07829468305847352,0.006,81
1229,7,16,40000,1.4,0.09319948677114964,0.007,54
1229,8,16,40000,1.4,0.10543004735354844,0.008,39
1229,9,16,40000,1.4,0.1180715423561742,0.009,30
1229,10,16,40000,1.4,0.12850574463940515,0.01,24
1230,1,16,40000,1.4,0.12224072152782556,0.001,104
1230,2,16,40000,1.4,0.05039238070856725,0.002,270
1230,3,16,40000,1.4,0.05551936874299099,0.003,188
1230,4,16,40000,1.4,0.06744934276650112,0.004,124
1230,5,16,40000,1.4,0.07622927593689946,0.005,97
1230,6,16,40000,1.4,0.08717680401310747,0.006,67
1230,7,16,40000,1.4,0.09001236455893234,0.007,51
1230,8,16,40000,1.4,0.09876568397213378,0.008,43
1230,9,16,40000,1.4,0.10519484911160965,0.009,33
1230,10,16,40000,1.4,0.1063582839402046,0.01,30
1231,1,16,40000,1.6,0.12754022418288913,0.001,152
1231,2,16,40000,1.6,0.12728871531346,0.002,108
1231,3,16,40000,1.6,0.056963734020122635,0.003,228
1231,4,16,40000,1.6,0.061430142453454725,0.004,163
1231,5,16,40000,1.6,0.06816787137218162,0.005,133
1231,6,16,40000,1.6,0.0694306332706652,0.006,131
1231,7,16,40000,1.6,0.07617034717284528,0.007,110
1231,8,16,40000,1.6,0.08572302041213477,0.008,93
1231,9,16,40000,1.6,0.09600070751556396,0.009,77
1231,10,16,40000,1.6,0.11221256518047107,0.01,58
1232,1,16,40000,1.6,0.13767464331148663,0.001,146
1232,2,16,40000,1.6,0.15087587435768482,0.002,113
1232,3,16,40000,1.6,0.051924279191338574,0.003,296
1232,4,16,40000,1.6,0.054787072635673624,0.004,194
1232,5,16,40000,1.6,0.06218288372132788,0.005,147
1232,6,16,40000,1.6,0.07231801189762416,0.006,127
1232,7,16,40000,1.6,0.07917536459477888,0.007,106
1232,8,16,40000,1.6,0.08640650849862572,0.008,93
1232,9,16,40000,1.6,0.09985892964804005,0.009,78
1232,10,16,40000,1.6,0.11425226570015774,0.01,61
1233,1,16,40000,1.6,0.14141997115616303,0.001,161
1233,2,16,40000,1.6,0.12329993399667236,0.002,112
1233,3,16,40000,1.6,0.06020575931988752,0.003,259
1233,4,16,40000,1.6,0.06712014126475296,0.004,192
1233,5,16,40000,1.6,0.06901969914127624,0.005,161
1233,6,16,40000,1.6,0.07273224198957759,0.006,139
1233,7,16,40000,1.6,0.08335563666878204,0.007,122
1233,8,16,40000,1.6,0.09926038518014145,0.008,94
1233,9,16,40000,1.6,0.11817055420196096,0.009,71
1233,10,16,40000,1.6,0.13038052557358143,0.01,48
1234,1,16,40000,1.6,0.1435381814985714,0.001,151
1234,2,16,40000,1.6,0.13007641691631555,0.002,103
1234,3,16,40000,1.6,0.05703125749201452,0.003,285
1234,4,16,40000,1.6,0.06334922300865144,0.004,181
1234,5,16,40000,1.6,0.07053122840140472,0.005,151
1234,6,16,40000,1.6,0.07352052268718533,0.006,133
1234,7,16,40000,1.6,0.07794738068848742,0.007,121
1234,8,16,40000,1.6,0.09098268422825619,0.008,100
1234,9,16,40000,1.6,0.10739116084315536,0.009,74
1234,10,16,40000,1.6,0.12742850884491835,0.01,51
1235,1,16,40000,1.6,0.13854877177392932,0.001,158
1235,2,16,40000,1.6,0.13541522568395678,0.002,100
1235,3,16,40000,1.6,0.05300638367397186,0.003,289
1235,4,16,40000,1.6,0.05948273085874361,0.004,206
1235,5,16,40000,1.6,0.06840392449287552,0.005,145
1235,6,16,40000,1.6,0.0761508995414642,0.006,125
1235,7,16,40000,1.6,0.07833449471686679,0.007,118
1235,8,16,40000,1.6,0.08760253611795894,0.008,100
1235,9,16,40000,1.6,0.09602365456958226,0.009,84
1235,10,16,40000,1.6,0.10930567444377598,0.01,60
1236,1,16,40000,1.6,0.20727668952973435,0.001,127
1236,2,16,40000,1.6,0.2072377644974014,0.002,120
1236,3,16,40000,1.6,0.2212267088099707,0.003,129
1236,4,16,40000,1.6,0.13924122856362936,0.004,259
1236,5,16,40000,1.6,0.14745349023444146,0.005,193
1236,6,16,40000,1.6,0.14788146501834676,0.006,160
1236,7,16,40000,1.6,0.15944762966368053,0.007,149
1236,8,16,40000,1.6,0.16042755407330933,0.008,118
1236,9,16,40000,1.6,0.17277809100043198,0.009,85
1236,10,16,40000,1.6,0.18251458553726582,0.01,65
1237,1,16,40000,1.6,0.16894113174198117,0.001,134
1237,2,16,40000,1.6,0.13312143295901505,0.002,123
1237,3,16,40000,1.6,0.06091513650389891,0.003,275
1237,4,16,40000,1.6,0.06862575955378362,0.004,190
1237,5,16,40000,1.6,0.07640055539802461,0.005,155
1237,6,16,40000,1.6,0.08436656340418348,0.006,119
1237,7,16,40000,1.6,0.09036097434773,0.007,106
1237,8,16,40000,1.6,0.09894106507236114,0.008,93
1237,9,16,40000,1.6,0.12384229883585242,0.009,63
1237,10,16,40000,1.6,0.13330299885437383,0.01,51
1238,1,16,40000,1.6,0.15057548995679343,0.001,150
1238,2,16,40000,1.6,0.15066297174680043,0.002,113
1238,3,16,40000,1.6,0.054423479584386265,0.003,175
1238,4,16,40000,1.6,0.07076692100180772,0.004,120
1238,5,16,40000,1.6,0.07076692100180772,0.005,120
1238,6,16,40000,1.6,0.07076692100180772,0.006,120
1238,7,16,40000,1.6,0.07076692100180772,0.007,120
1238,8,16,40000,1.6,0.07076692100180772,0.008,120
1238,9,16,40000,1.6,0.07076692100180772,0.009,120
1238,10,16,40000,1.6,0.07113748728120875,0.01,119
1239,1,16,40000,1.6,0.12277515096586925,0.001,156
1239,2,16,40000,1.6,0.1268719676239707,0.002,108
1239,3,16,40000,1.6,0.0687863386691066,0.003,216
1239,4,16,40000,1.6,0.07659681006252074,0.004,155
1239,5,16,40000,1.6,0.07659681006252074,0.005,155
1239,6,16,40000,1.6,0.07685193366574308,0.006,154
1239,7,16,40000,1.6,0.08289173121750423,0.007,136
1239,8,16,40000,1.6,0.11173045312055638,0.008,103
1239,9,16,40000,1.6,0.13610995453205313,0.009,56
1239,10,16,40000,1.6,0.14447259938587417,0.01,45
1240,1,16,40000,1.6,0.19467682247559706,0.001,123
1240,2,16,40000,1.6,0.18768910317253917,0.002,87
1240,3,16,40000,1.6,0.06616835042311797,0.003,275
1240,4,16,40000,1.6,0.07531877097041963,0.004,225
1240,5,16,40000,1.6,0.08239648676731634,0.005,157
1240,6,16,40000,1.6,0.08285683172101263,0.006,121
1240,7,16,40000,1.6,0.09084453414916585,0.007,99
1240,8,16,40000,1.6,0.09983305545246644,0.008,79
1240,9,16,40000,1.6,0.11881875076977727,0.009,62
1240,10,16,40000,1.6,0.14226187379948854,0.01,47
1241,1,16,40000,1.8,0.18332782846375228,0.001,163
1241,2,16,40000,1.8,0.153611803409638,0.002,157
1241,3,16,40000,1.8,0.16044254705904773,0.003,131
1241,4,16,40000,1.8,0.15340816528567766,0.004,105
1241,5,16,40000,1.8,0.15392668854072042,0.005,82
1241,6,16,40000,1.8,0.07177198524291985,0.006,234
1241,7,16,40000,1.8,0.07810887422155031,0.007,186
1241,8,16,40000,1.8,0.08345613732092559,0.008,170
1241,9,16,40000,1.8,0.0898404355633906,0.009,148
1241,10,16,40000,1.8,0.10283482907192737,0.01,122
1242,1,16,40000,1.8,0.22488915538121207,0.001,100
1242,2,16,40000,1.8,0.23040175759118595,0.002,124
1242,3,16,40000,1.8,0.2312885198284608,0.003,112
1242,4,16,40000,1.8,0.20470599766848246,0.004,97
1242,5,16,40000,1.8,0.08600275148663396,0.005,214
1242,6,16,40000,1.8,0.1045109271612894,0.006,161
1242,7,16,40000,1.8,0.11927446482292134,0.007,141
1242,8,16,40000,1.8,0.11993004715384892,0.008,131
1242,9,16,40000,1.8,0.13730029820418105,0.009,116
1242,10,16,40000,1.8,0.14583804983969592,0.01,110
1243,1,16,40000,1.8,0.1687199596151528,0.001,183
1243,2,16,40000,1.8,0.1685367567901729,0.002,138
1243,3,16,40000,1.8,0.16826896621905651,0.003,113
1243,4,16,40000,1.8,0.1681892723931555,0.004,106
1243,5,16,40000,1.8,0.07048684365294701,0.005,130
1243,6,16,40000,1.8,0.0764018166073324,0.006,120
1243,7,16,40000,1.8,0.0764018166073324,0.007,120
1243,8,16,40000,1.8,0.0764018166073324,0.008,120
1243,9,16,40000,1.8,0.0764018166073324,0.009,120
1243,10,16,40000,1.8,0.0764018166073324,0.01,120
1244,1,16,40000,1.8,0.14374128006894415,0.001,105
1244,2,16,40000,1.8,0.13862194380757237,0.002,150
1244,3,16,40000,1.8,0.13637008177899185,0.003,129
1244,4,16,40000,1.8,0.13933322046144136,0.004,98
1244,5,16,40000,1.8,0.06603870362564163,0.005,234
1244,6,16,40000,1.8,0.0706895827041259,0.006,193
1244,7,16,40000,1.8,0.07919492427472935,0.007,142
1244,8,16,40000,1.8,0.1009415478102098,0.008,113
1244,9,16,40000,1.8,0.10679156338714219,0.009,98
1244,10,16,40000,1.8,0.11055962303780131,0.01,88
1245,1,16,40000,1.8,0.19207456816605986,0.001,171
1245,2,16,40000,1.8,0.16509744592752693,0.002,122
1245,3,16,40000,1.8,0.1868301467109618,0.003,120
1245,4,16,40000,1.8,0.16982100166911357,0.004,106
1245,5,16,40000,1.8,0.0987032768917839,0.005,284
1245,6,16,40000,1.8,0.10420922339468676,0.006,242
1245,7,16,40000,1.8,0.1105382681450996,0.007,210
1245,8,16,40000,1.8,0.11471184730729536,0.008,186
1245,9,16,40000,1.8,0.12013011493631219,0.009,144
1245,10,16,40000,1.8,0.12676954995989326,0.01,119
1246,1,16,40000,1.8,0.19172462005747232,0.001,159
1246,2,16,40000,1.8,0.18408211646870384,0.002,141
1246,3,16,40000,1.8,0.18923753104629767,0.003,91
1246,4,16,40000,1.8,0.1762214395820831,0.004,100
1246,5,16,40000,1.8,0.0681414478997797,0.005,292
1246,6,16,40000,1.8,0.07840638950424071,0.006,228
1246,7,16,40000,1.8,0.0800877197356245,0.007,182
1246,8,16,40000,1.8,0.08526309660100852,0.008,159
1246,9,16,40000,1.8,0.09491690573413052,0.009,129
1246,10,16,40000,1.8,0.10548784464851725,0.01,104
1247,1,16,40000,1.8,0.17141255644521886,0.001,183
1247,2,16,40000,1.8,0.1669214551004767,0.002,151
1247,3,16,40000,1.8,0.18368188457268952,0.003,109
1247,4,16,40000,1.8,0.17057074254765653,0.004,85
1247,5,16,40000,1.8,0.06595028435733788,0.005,226
1247,6,16,40000,1.8,0.07678887565779065,0.006,157
1247,7,16,40000,1.8,0.08187337561099553,0.007,144
1247,8,16,40000,1.8,0.08255594925689871,0.008,136
1247,9,16,40000,1.8,0.08411445545196967,0.009,127
1247,10,16,40000,1.8,0.10235956877357572,0.01,97
1248,1,16,40000,1.8,0.1620577038764682,0.001,179
1248,2,16,40000,1.8,0.174435922754725,0.002,148
1248,3,16,40000,1.8,0.16625031011540484,0.003,116
1248,4,16,40000,1.8,0.1660480846423187,0.004,101
1248,5,16,40000,1.8,0.05847579358946654,0.005,243
1248,6,16,40000,1.8,0.0659444744164827,0.006,176
1248,7,16,40000,1.8,0.07079237328646037,0.007,153
1248,8,16,40000,1.8,0.07620165556716783,0.008,134
1248,9,16,40000,1.8,0.08034646340152879,0.009,123
1248,10,16,40000,1.8,0.0817542250898718,0.01,120
1249,1,16,40000,1.8,0.22340538831366955,0.001,156
1249,2,16,40000,1.8,0.22514386237763248,0.002,117
1249,3,16,40000,1.8,0.2251431337790147,0.003,94
1249,4,16,40000,1.8,0.19816226484919272,0.004,69
1249,5,16,40000,1.8,0.07313566011778543,0.005,248
1249,6,16,40000,1.8,0.08263903597846392,0.006,215
1249,7,16,40000,1.8,0.08518633280948967,0.007,192
1249,8,16,40000,1.8,0.08848665943175694,0.008,156
1249,9,16,40000,1.8,0.09789663076274203,0.009,135
1249,10,16,40000,1.8,0.1006224908404712,0.01,117
1250,1,16,40000,1.8,0.16804156079816238,0.001,182
1250,2,16,40000,1.8,0.15632163035879396,0.002,146
1250,3,16,40000,1.8,0.1558175856343511,0.003,120
1250,4,16,40000,1.8,0.15793500007131908,0.004,87
1250,5,16,40000,1.8,0.0606850389899524,0.005,219
1250,6,16,40000,1.8,0.06767201911648739,0.006,159
1250,7,16,40000,1.8,0.07107552574683518,0.007,144
1250,8,16,40000,1.8,0.0727488644954182,0.008,135
1250,9,16,40000,1.8,0.07330919192248217,0.009,129
1250,10,16,40000,1.8,0.07560922752006768,0.01,123
1251,1,16,60000,1.0,0.04367931802072209,0.001,120
1251,2,16,60000,1.0,0.04367931802072209,0.002,120
1251,3,16,60000,1.0,0.09932398895344495,0.003,13
1251,4,16,60000,1.0,0.1043953592265586,0.004,0
1251,5,16,60000,1.0,0.1043953592265586,0.005,0
1251,6,16,60000,1.0,0.1043953592265586,0.006,0
1251,7,16,60000,1.0,0.1043953592265586,0.007,0
1251,8,16,60000,1.0,0.1043953592265586,0.008,0
1251,9,16,60000,1.0,0.1043953592265586,0.009,0
1251,10,16,60000,1.0,0.1043953592265586,0.01,0
1252,1,16,60000,1.0,0.04088347186691549,0.001,145
1252,2,16,60000,1.0,0.052022025464470836,0.002,66
1252,3,16,60000,1.0,0.07053477348537887,0.003,36
1252,4,16,60000,1.0,0.08012134477917106,0.004,27
1252,5,16,60000,1.0,0.09522113683049595,0.005,16
1252,6,16,60000,1.0,0.10046909969110843,0.006,11
1252,7,16,60000,1.0,0.1019183407636671,0.007,9
1252,8,16,60000,1.0,0.1090262698820308,0.008,4
1252,9,16,60000,1.0,0.11513945806466357,0.009,1
1252,10,16,60000,1.0,0.11513945806466357,0.01,1
1253,1,16,60000,1.0,0.056447041051409616,0.001,107
1253,2,16,60000,1.0,0.07357937131895237,0.002,60
1253,3,16,60000,1.0,0.086668598551552,0.003,43
1253,4,16,60000,1.0,0.08763758598936976,0.004,29
1253,5,16,60000,1.0,0.09638285215500104,0.005,21
1253,6,16,60000,1.0,0.10266123459474218,0.006,11
1253,7,16,60000,1.0,0.10632900695409771,0.007,2
1253,8,16,60000,1.0,0.10655707594882335,0.008,1
1253,9,16,60000,1.0,0.10655707594882335,0.009,1
1253,10,16,60000,1.0,0.10655707594882335,0.01,1
1254,1,16,60000,1.0,0.03552988647618154,0.001,143
1254,2,16,60000,1.0,0.05540100138423756,0.002,71
1254,3,16,60000,1.0,0.06914911751106646,0.003,43
1254,4,16,60000,1.0,0.08333588404232925,0.004,17
1254,5,16,60000,1.0,0.0862720087568337,0.005,10
1254,6,16,60000,1.0,0.0862720087568337,0.006,10
1254,7,16,60000,1.0,0.08969973033162366,0.007,8
1254,8,16,60000,1.0,0.09409671534423007,0.008,6
1254,9,16,60000,1.0,0.09409671534423007,0.009,6
1254,10,16,60000,1.0,0.09923826937650244,0.01,3
1255,1,16,60000,1.0,0.03694973101775516,0.001,140
1255,2,16,60000,1.0,0.05366090791643043,0.002,85
1255,3,16,60000,1.0,0.07585811054611541,0.003,30
1255,4,16,60000,1.0,0.07947871690751171,0.004,20
1255,5,16,60000,1.0,0.08170537383886407,0.005,14
1255,6,16,60000,1.0,0.08198061478089348,0.006,13
1255,7,16,60000,1.0,0.08964553287232425,0.007,10
1255,8,16,60000,1.0,0.0993081647720457,0.008,5
1255,9,16,60000,1.0,0.10163465634330741,0.009,3
1255,10,16,60000,1.0,0.10163465634330741,0.01,3
1256,1,16,60000,1.0,0.042975464633400406,0.001,138
1256,2,16,60000,1.0,0.05671898442850928,0.002,60
1256,3,16,60000,1.0,0.0677567177773558,0.003,35
1256,4,16,60000,1.0,0.08459938399505369,0.004,24
1256,5,16,60000,1.0,0.08564199962304524,0.005,21
1256,6,16,60000,1.0,0.09049178361609686,0.006,17
1256,7,16,60000,1.0,0.0984361836139034,0.007,11
1256,8,16,60000,1.0,0.10374404014600669,0.008,7
1256,9,16,60000,1.0,0.10374404014600669,0.009,7
1256,10,16,60000,1.0,0.10374404014600669,0.01,7
1257,1,16,60000,1.0,0.047379919365095426,0.001,142
1257,2,16,60000,1.0,0.05532773098811788,0.002,82
1257,3,16,60000,1.0,0.0773417169690915,0.003,46
1257,4,16,60000,1.0,0.09345221831451588,0.004,20
1257,5,16,60000,1.0,0.10695304159179797,0.005,9
1257,6,16,60000,1.0,0.11032894129794808,0.006,8
1257,7,16,60000,1.0,0.11610890339650852,0.007,4
1257,8,16,60000,1.0,0.12236909568959829,0.008,1
1257,9,16,60000,1.0,0.12422465819819266,0.009,0
1257,10,16,60000,1.0,0.12422465819819266,0.01,0
1258,1,16,60000,1.0,0.057980498894753124,0.001,113
1258,2,16,60000,1.0,0.07455858385642365,0.002,43
1258,3,16,60000,1.0,0.07934091909949423,0.003,30
1258,4,16,60000,1.0,0.08757906356900134,0.004,27
1258,5,16,60000,1.0,0.0974298170030622,0.005,15
1258,6,16,60000,1.0,0.09867098249953049,0.006,11
1258,7,16,60000,1.0,0.09867098249953049,0.007,11
1258,8,16,60000,1.0,0.09871063066590312,0.008,10
1258,9,16,60000,1.0,0.09871063066590312,0.009,10
1258,10,16,60000,1.0,0.09875013085767918,0.01,9
1259,1,16,60000,1.0,0.03919266045674364,0.001,136
1259,2,16,60000,1.0,0.059678643369622135,0.002,59
1259,3,16,60000,1.0,0.06337916152031982,0.003,43
1259,4,16,60000,1.0,0.07631180469867593,0.004,30
1259,5,16,60000,1.0,0.09377232970580114,0.005,12
1259,6,16,60000,1.0,0.09380306424156365,0.006,11
1259,7,16,60000,1.0,0.09380306424156365,0.007,11
1259,8,16,60000,1.0,0.10264632692990983,0.008,4
1259,9,16,60000,1.0,0.11470063024001133,0.009,3
1259,10,16,60000,1.0,0.11470063024001133,0.01,3
1260,1,16,60000,1.0,0.042084348376027224,0.001,124
1260,2,16,60000,1.0,0.04947161804727806,0.002,98
1260,3,16,60000,1.0,0.07938093435672419,0.003,30
1260,4,16,60000,1.0,0.09024395806528451,0.004,13
1260,5,16,60000,1.0,0.09210396606924488,0.005,10
1260,6,16,60000,1.0,0.10670481750425213,0.006,2
1260,7,16,60000,1.0,0.10800704466933143,0.007,1
1260,8,16,60000,1.0,0.10975711715990091,0.008,0
