f_n,s_n,d,N,pi_s,div,s,c
421,8,12,40000,1.4,0.04865613460411182,0.008,66
421,9,12,40000,1.4,0.04865613460411182,0.009,66
421,10,12,40000,1.4,0.04865613460411182,0.01,66
422,1,12,40000,1.4,0.11867329312776811,0.001,99
422,2,12,40000,1.4,0.10142821729072621,0.002,92
422,3,12,40000,1.4,0.03340502652322959,0.003,241
422,4,12,40000,1.4,0.035366452561538454,0.004,136
422,5,12,40000,1.4,0.03642849545381778,0.005,104
422,6,12,40000,1.4,0.041207310101552645,0.006,76
422,7,12,40000,1.4,0.04490026226158125,0.007,71
422,8,12,40000,1.4,0.047665403285496497,0.008,67
422,9,12,40000,1.4,0.05195186048891435,0.009,63
422,10,12,40000,1.4,0.05844959193552006,0.01,59
423,1,12,40000,1.4,0.13862934239656838,0.001,100
423,2,12,40000,1.4,0.13102787200364815,0.002,98
423,3,12,40000,1.4,0.054314632310121284,0.003,213
423,4,12,40000,1.4,0.07059697171197789,0.004,170
423,5,12,40000,1.4,0.08479810820755218,0.005,107
423,6,12,40000,1.4,0.09659173329005785,0.006,88
423,7,12,40000,1.4,0.09790440874299089,0.007,77
423,8,12,40000,1.4,0.1002552185750477,0.008,66
423,9,12,40000,1.4,0.1055630594739041,0.009,62
423,10,12,40000,1.4,0.10602008723623109,0.01,61
424,1,12,40000,1.4,0.11201631180421188,0.001,99
424,2,12,40000,1.4,0.12127984626382365,0.002,77
424,3,12,40000,1.4,0.03946851878470307,0.003,220
424,4,12,40000,1.4,0.04446261819801052,0.004,143
424,5,12,40000,1.4,0.045285849998654544,0.005,115
424,6,12,40000,1.4,0.04727578864193327,0.006,88
424,7,12,40000,1.4,0.04868977487778002,0.007,76
424,8,12,40000,1.4,0.0566777422190748,0.008,63
424,9,12,40000,1.4,0.060232542839054326,0.009,54
424,10,12,40000,1.4,0.06897170285144572,0.01,46
425,1,12,40000,1.4,0.12462347197103452,0.001,116
425,2,12,40000,1.4,0.12446144332545667,0.002,82
425,3,12,40000,1.4,0.03625975478800066,0.003,286
425,4,12,40000,1.4,0.033277660832612396,0.004,201
425,5,12,40000,1.4,0.049154783388164446,0.005,66
425,6,12,40000,1.4,0.049154783388164446,0.006,66
425,7,12,40000,1.4,0.049154783388164446,0.007,66
425,8,12,40000,1.4,0.049154783388164446,0.008,66
425,9,12,40000,1.4,0.049154783388164446,0.009,66
425,10,12,40000,1.4,0.049154783388164446,0.01,66
426,1,12,40000,1.4,0.11452810788464315,0.001,111
426,2,12,40000,1.4,0.08623249213254608,0.002,105
426,3,12,40000,1.4,0.03913950638418424,0.003,195
426,4,12,40000,1.4,0.038021636585307016,0.004,152
426,5,12,40000,1.4,0.041763921786787665,0.005,109
426,6,12,40000,1.4,0.04202029067476389,0.006,103
426,7,12,40000,1.4,0.04401798889630259,0.007,85
426,8,12,40000,1.4,0.05759385928597742,0.008,76
426,9,12,40000,1.4,0.05913306193020905,0.009,74
426,10,12,40000,1.4,0.08228572692193942,0.01,57
427,1,12,40000,1.4,0.12982470384962416,0.001,105
427,2,12,40000,1.4,0.12566541788181326,0.002,87
427,3,12,40000,1.4,0.03422087273017059,0.003,228
427,4,12,40000,1.4,0.036706919767423206,0.004,163
427,5,12,40000,1.4,0.03785302763882726,0.005,122
427,6,12,40000,1.4,0.041078675803281645,0.006,99
427,7,12,40000,1.4,0.04494286515077848,0.007,87
427,8,12,40000,1.4,0.062126842550098926,0.008,70
427,9,12,40000,1.4,0.07108737138419215,0.009,58
427,10,12,40000,1.4,0.07686781293889335,0.01,47
428,1,12,40000,1.4,0.09124930251475985,0.001,99
428,2,12,40000,1.4,0.12395576221931205,0.002,88
428,3,12,40000,1.4,0.04086934161180199,0.003,187
428,4,12,40000,1.4,0.0415178885545231,0.004,136
428,5,12,40000,1.4,0.048255602322494165,0.005,114
428,6,12,40000,1.4,0.050595683254639034,0.006,99
428,7,12,40000,1.4,0.05775755083764963,0.007,75
428,8,12,40000,1.4,0.06848779580586255,0.008,56
428,9,12,40000,1.4,0.07549674854239584,0.009,53
428,10,12,40000,1.4,0.08211964867980645,0.01,50
429,1,12,40000,1.4,0.12423982845892569,0.001,116
429,2,12,40000,1.4,0.035039557812333276,0.002,288
429,3,12,40000,1.4,0.03498416035764994,0.003,286
429,4,12,40000,1.4,0.034415530610700726,0.004,131
429,5,12,40000,1.4,0.048835912817940814,0.005,66
429,6,12,40000,1.4,0.048835912817940814,0.006,66
429,7,12,40000,1.4,0.048835912817940814,0.007,66
429,8,12,40000,1.4,0.048835912817940814,0.008,66
429,9,12,40000,1.4,0.048835912817940814,0.009,66
429,10,12,40000,1.4,0.048835912817940814,0.01,66
430,1,12,40000,1.4,0.12406849927510168,0.001,116
430,2,12,40000,1.4,0.12400508906569854,0.002,78
430,3,12,40000,1.4,0.0352003130820119,0.003,286
430,4,12,40000,1.4,0.03316098542840837,0.004,190
430,5,12,40000,1.4,0.0490267088628474,0.005,66
430,6,12,40000,1.4,0.0490267088628474,0.006,66
430,7,12,40000,1.4,0.0490267088628474,0.007,66
430,8,12,40000,1.4,0.0490267088628474,0.008,66
430,9,12,40000,1.4,0.0490267088628474,0.009,66
430,10,12,40000,1.4,0.0490267088628474,0.01,66
431,1,12,40000,1.6,0.13233629262636284,0.001,116
431,2,12,40000,1.6,0.13233629262636284,0.002,116
431,3,12,40000,1.6,0.13242161579967957,0.003,87
431,4,12,40000,1.6,0.14855230276746453,0.004,86
431,5,12,40000,1.6,0.04008170922467272,0.005,248
431,6,12,40000,1.6,0.043122230228695844,0.006,169
431,7,12,40000,1.6,0.046978690039341034,0.007,132
431,8,12,40000,1.6,0.04785823235740442,0.008,105
431,9,12,40000,1.6,0.05450400382669829,0.009,86
431,10,12,40000,1.6,0.05493843711226609,0.01,79
432,1,12,40000,1.6,0.12707072270148867,0.001,93
432,2,12,40000,1.6,0.15552825648949523,0.002,102
432,3,12,40000,1.6,0.16954498838375132,0.003,90
432,4,12,40000,1.6,0.03204953272479983,0.004,260
432,5,12,40000,1.6,0.049937137879406304,0.005,204
432,6,12,40000,1.6,0.059045378151803954,0.006,149
432,7,12,40000,1.6,0.05917304997628211,0.007,133
432,8,12,40000,1.6,0.06020668252460311,0.008,129
432,9,12,40000,1.6,0.06281635077283745,0.009,123
432,10,12,40000,1.6,0.06473365330438165,0.01,103
433,1,12,40000,1.6,0.13513387880375896,0.001,116
433,2,12,40000,1.6,0.13509526163988458,0.002,105
433,3,12,40000,1.6,0.1335317703093955,0.003,86
433,4,12,40000,1.6,0.14880284236243638,0.004,88
433,5,12,40000,1.6,0.03887239324380621,0.005,233
433,6,12,40000,1.6,0.04173703385304696,0.006,166
433,7,12,40000,1.6,0.04707894352091402,0.007,117
433,8,12,40000,1.6,0.04866642489962358,0.008,101
433,9,12,40000,1.6,0.053892749646398445,0.009,86
433,10,12,40000,1.6,0.05404077758503711,0.01,83
434,1,12,40000,1.6,0.16748293947009146,0.001,116
434,2,12,40000,1.6,0.16784201842862945,0.002,112
434,3,12,40000,1.6,0.1684806013684295,0.003,103
434,4,12,40000,1.6,0.11057682378492284,0.004,79
434,5,12,40000,1.6,0.06053936159037083,0.005,242
434,6,12,40000,1.6,0.07526894709208745,0.006,173
434,7,12,40000,1.6,0.076535468394708,0.007,130
434,8,12,40000,1.6,0.0798496564612033,0.008,114
434,9,12,40000,1.6,0.08006684136344511,0.009,112
434,10,12,40000,1.6,0.08915454086602406,0.01,101
435,1,12,40000,1.6,0.1569144416498026,0.001,116
435,2,12,40000,1.6,0.1567847927618145,0.002,91
435,3,12,40000,1.6,0.1464559769172442,0.003,110
435,4,12,40000,1.6,0.14993916777980437,0.004,87
435,5,12,40000,1.6,0.04527628811751528,0.005,223
435,6,12,40000,1.6,0.04805739899526896,0.006,168
435,7,12,40000,1.6,0.049073908169143005,0.007,139
435,8,12,40000,1.6,0.05244757766784305,0.008,113
435,9,12,40000,1.6,0.05491823169810958,0.009,103
435,10,12,40000,1.6,0.05928253812830807,0.01,95
436,1,12,40000,1.6,0.11541297002200135,0.001,116
436,2,12,40000,1.6,0.11536476100991223,0.002,103
436,3,12,40000,1.6,0.1155265574434648,0.003,85
436,4,12,40000,1.6,0.14112584615431417,0.004,87
436,5,12,40000,1.6,0.04103187731607003,0.005,236
436,6,12,40000,1.6,0.04615964436716002,0.006,164
436,7,12,40000,1.6,0.048720226890270404,0.007,132
436,8,12,40000,1.6,0.055932290784870914,0.008,108
436,9,12,40000,1.6,0.05633058285623269,0.009,98
436,10,12,40000,1.6,0.059766029891349166,0.01,90
437,1,12,40000,1.6,0.17687769086286126,0.001,114
437,2,12,40000,1.6,0.11722902802183083,0.002,90
437,3,12,40000,1.6,0.11717186823968287,0.003,80
437,4,12,40000,1.6,0.032450136804283665,0.004,248
437,5,12,40000,1.6,0.03161928444658653,0.005,211
437,6,12,40000,1.6,0.04921646278087043,0.006,165
437,7,12,40000,1.6,0.05829188419847319,0.007,130
437,8,12,40000,1.6,0.059189861416860376,0.008,113
437,9,12,40000,1.6,0.0593873487569501,0.009,95
437,10,12,40000,1.6,0.05944795781871999,0.01,89
438,1,12,40000,1.6,0.1400765427240429,0.001,116
438,2,12,40000,1.6,0.1400765427240429,0.002,116
438,3,12,40000,1.6,0.14465098209651603,0.003,112
438,4,12,40000,1.6,0.03895222338300408,0.004,295
438,5,12,40000,1.6,0.038595548365168396,0.005,274
438,6,12,40000,1.6,0.04118054998785675,0.006,189
438,7,12,40000,1.6,0.04495181337682422,0.007,140
438,8,12,40000,1.6,0.047783164604781304,0.008,99
438,9,12,40000,1.6,0.05717813746632412,0.009,67
438,10,12,40000,1.6,0.05717813746632412,0.01,67
439,1,12,40000,1.6,0.13938863206446192,0.001,106
439,2,12,40000,1.6,0.15616091977248042,0.002,93
439,3,12,40000,1.6,0.15380258970252245,0.003,75
439,4,12,40000,1.6,0.0412180096177467,0.004,269
439,5,12,40000,1.6,0.043379139635245444,0.005,217
439,6,12,40000,1.6,0.054980374643636754,0.006,180
439,7,12,40000,1.6,0.05675639390033542,0.007,144
439,8,12,40000,1.6,0.06911807824098984,0.008,118
439,9,12,40000,1.6,0.07256173195446954,0.009,104
439,10,12,40000,1.6,0.07522416822195492,0.01,90
440,1,12,40000,1.6,0.13698146111532825,0.001,116
440,2,12,40000,1.6,0.1392786723702459,0.002,105
440,3,12,40000,1.6,0.13308526415691352,0.003,92
440,4,12,40000,1.6,0.13328782976332895,0.004,81
440,5,12,40000,1.6,0.04002062275062347,0.005,221
440,6,12,40000,1.6,0.04278439086483731,0.006,181
440,7,12,40000,1.6,0.04596337416737045,0.007,144
440,8,12,40000,1.6,0.051890832845658895,0.008,113
440,9,12,40000,1.6,0.05222622213345894,0.009,106
440,10,12,40000,1.6,0.05404467281473873,0.01,96
441,1,12,40000,1.8,0.15843895789644588,0.001,116
441,2,12,40000,1.8,0.15843895789644588,0.002,116
441,3,12,40000,1.8,0.15843895789644588,0.003,116
441,4,12,40000,1.8,0.15843100265401688,0.004,115
441,5,12,40000,1.8,0.1584013157220004,0.005,89
441,6,12,40000,1.8,0.04055159834275857,0.006,286
441,7,12,40000,1.8,0.04055159834275857,0.007,286
441,8,12,40000,1.8,0.04055159834275857,0.008,286
441,9,12,40000,1.8,0.03901723334790934,0.009,224
441,10,12,40000,1.8,0.051098863376350445,0.01,79
442,1,12,40000,1.8,0.19001475857990102,0.001,116
442,2,12,40000,1.8,0.19001475857990102,0.002,116
442,3,12,40000,1.8,0.19001475857990102,0.003,116
442,4,12,40000,1.8,0.1900325785536961,0.004,111
442,5,12,40000,1.8,0.17931400696431166,0.005,94
442,6,12,40000,1.8,0.15821041694545085,0.006,110
442,7,12,40000,1.8,0.05310623714540317,0.007,280
442,8,12,40000,1.8,0.05695661378293214,0.008,231
442,9,12,40000,1.8,0.06077217312901401,0.009,200
442,10,12,40000,1.8,0.060975219660105946,0.01,178
443,1,12,40000,1.8,0.09798369961161196,0.001,116
443,2,12,40000,1.8,0.09798369961161196,0.002,116
443,3,12,40000,1.8,0.09798369961161196,0.003,116
443,4,12,40000,1.8,0.09798369961161196,0.004,116
443,5,12,40000,1.8,0.09798369961161196,0.005,116
443,6,12,40000,1.8,0.09798369961161196,0.006,116
443,7,12,40000,1.8,0.03933858392047657,0.007,286
443,8,12,40000,1.8,0.043541201436909094,0.008,207
443,9,12,40000,1.8,0.04600335318914472,0.009,169
443,10,12,40000,1.8,0.04684631167829367,0.01,146
444,1,12,40000,1.8,0.16042635760681268,0.001,116
444,2,12,40000,1.8,0.16042635760681268,0.002,116
444,3,12,40000,1.8,0.16042635760681268,0.003,116
444,4,12,40000,1.8,0.16042635760681268,0.004,116
444,5,12,40000,1.8,0.16041642847719323,0.005,113
444,6,12,40000,1.8,0.04055442350182496,0.006,291
444,7,12,40000,1.8,0.04100490843811607,0.007,286
444,8,12,40000,1.8,0.04100490843811607,0.008,286
444,9,12,40000,1.8,0.04100490843811607,0.009,286
444,10,12,40000,1.8,0.03938780840752144,0.01,250
445,1,12,40000,1.8,0.23312147300494382,0.001,116
445,2,12,40000,1.8,0.23312147300494382,0.002,116
445,3,12,40000,1.8,0.2014661795202654,0.003,112
445,4,12,40000,1.8,0.20211110415065106,0.004,108
445,5,12,40000,1.8,0.20211110415065106,0.005,108
445,6,12,40000,1.8,0.20232439805575697,0.006,105
445,7,12,40000,1.8,0.09183658903155931,0.007,260
445,8,12,40000,1.8,0.09697414385637546,0.008,214
445,9,12,40000,1.8,0.10329729593930755,0.009,181
445,10,12,40000,1.8,0.10443978964665152,0.01,148
446,1,12,40000,1.8,0.26364527525290615,0.001,116
446,2,12,40000,1.8,0.26364527525290615,0.002,116
446,3,12,40000,1.8,0.26364527525290615,0.003,116
446,4,12,40000,1.8,0.26364527525290615,0.004,116
446,5,12,40000,1.8,0.2636390540811581,0.005,101
446,6,12,40000,1.8,0.1537050083834926,0.006,89
446,7,12,40000,1.8,0.06130399621818461,0.007,248
446,8,12,40000,1.8,0.06718524554705656,0.008,214
446,9,12,40000,1.8,0.07377535721681387,0.009,165
446,10,12,40000,1.8,0.08169096146066594,0.01,142
447,1,12,40000,1.8,0.14852702708452312,0.001,116
447,2,12,40000,1.8,0.14852702708452312,0.002,116
447,3,12,40000,1.8,0.14849720527563165,0.003,114
447,4,12,40000,1.8,0.16100460928932453,0.004,108
447,5,12,40000,1.8,0.14322825337313522,0.005,111
447,6,12,40000,1.8,0.14322366952510907,0.006,109
447,7,12,40000,1.8,0.03723221132740729,0.007,291
447,8,12,40000,1.8,0.037569507666547895,0.008,238
447,9,12,40000,1.8,0.03885640714151013,0.009,188
447,10,12,40000,1.8,0.041834739323658394,0.01,153
448,1,12,40000,1.8,0.14922121380565948,0.001,116
448,2,12,40000,1.8,0.14922121380565948,0.002,116
448,3,12,40000,1.8,0.17551024346218327,0.003,114
448,4,12,40000,1.8,0.15308438562223034,0.004,112
448,5,12,40000,1.8,0.153112255305876,0.005,100
448,6,12,40000,1.8,0.1530760969248345,0.006,91
448,7,12,40000,1.8,0.03844109850523758,0.007,247
448,8,12,40000,1.8,0.03961994252890285,0.008,185
448,9,12,40000,1.8,0.04132473946130771,0.009,159
448,10,12,40000,1.8,0.042934495205483744,0.01,144
449,1,12,40000,1.8,0.14261658026260846,0.001,116
449,2,12,40000,1.8,0.1425590814467871,0.002,102
449,3,12,40000,1.8,0.1769361539117834,0.003,109
449,4,12,40000,1.8,0.171591149291667,0.004,90
449,5,12,40000,1.8,0.16541015381187854,0.005,104
449,6,12,40000,1.8,0.17599930448119053,0.006,78
449,7,12,40000,1.8,0.05400828298981306,0.007,268
449,8,12,40000,1.8,0.05571694892955099,0.008,226
449,9,12,40000,1.8,0.05919160945752126,0.009,186
449,10,12,40000,1.8,0.06191626339677301,0.01,157
450,1,12,40000,1.8,0.15954852163315641,0.001,116
450,2,12,40000,1.8,0.15954852163315641,0.002,116
450,3,12,40000,1.8,0.15954852163315641,0.003,116
450,4,12,40000,1.8,0.15954852163315641,0.004,116
450,5,12,40000,1.8,0.15945036732961163,0.005,104
450,6,12,40000,1.8,0.13867199146578213,0.006,91
450,7,12,40000,1.8,0.044211011559366804,0.007,292
450,8,12,40000,1.8,0.04631816786869327,0.008,272
450,9,12,40000,1.8,0.05262459521492967,0.009,185
450,10,12,40000,1.8,0.05273319390810803,0.01,133
451,1,12,60000,1.0,0.027851049862404175,0.001,135
451,2,12,60000,1.0,0.0350078427498318,0.002,71
451,3,12,60000,1.0,0.04458714284682805,0.003,57
451,4,12,60000,1.0,0.06183145607857306,0.004,41
451,5,12,60000,1.0,0.08104843085661735,0.005,21
451,6,12,60000,1.0,0.08346137408466536,0.006,12
451,7,12,60000,1.0,0.08363855078656161,0.007,9
451,8,12,60000,1.0,0.08363860262393803,0.008,8
451,9,12,60000,1.0,0.08363860262393803,0.009,8
451,10,12,60000,1.0,0.0890868735321375,0.01,7
452,1,12,60000,1.0,0.029908111224509724,0.001,136
452,2,12,60000,1.0,0.034697373518674156,0.002,76
452,3,12,60000,1.0,0.04698881093855122,0.003,57
452,4,12,60000,1.0,0.0606268128123629,0.004,41
452,5,12,60000,1.0,0.07657817679204951,0.005,24
452,6,12,60000,1.0,0.0818019565529561,0.006,19
452,7,12,60000,1.0,0.08604923891967262,0.007,15
452,8,12,60000,1.0,0.09677778578967548,0.008,9
452,9,12,60000,1.0,0.10281466489646927,0.009,4
452,10,12,60000,1.0,0.10272481085288343,0.01,3
453,1,12,60000,1.0,0.027005430216414814,0.001,122
453,2,12,60000,1.0,0.03714321576923749,0.002,68
453,3,12,60000,1.0,0.037855097620367206,0.003,67
453,4,12,60000,1.0,0.052053089928787044,0.004,50
453,5,12,60000,1.0,0.08338033104152884,0.005,19
453,6,12,60000,1.0,0.08931504196619482,0.006,13
453,7,12,60000,1.0,0.0943496954730007,0.007,6
453,8,12,60000,1.0,0.0943496954730007,0.008,6
453,9,12,60000,1.0,0.0943496954730007,0.009,6
453,10,12,60000,1.0,0.10347063982651097,0.01,4
454,1,12,60000,1.0,0.025675605024018427,0.001,113
454,2,12,60000,1.0,0.03455113964225898,0.002,66
454,3,12,60000,1.0,0.03455113964225898,0.003,66
454,4,12,60000,1.0,0.03455113964225898,0.004,66
454,5,12,60000,1.0,0.05517978303368072,0.005,48
454,6,12,60000,1.0,0.10740012488842106,0.006,1
454,7,12,60000,1.0,0.10787837900734513,0.007,0
454,8,12,60000,1.0,0.10787837900734513,0.008,0
454,9,12,60000,1.0,0.10787837900734513,0.009,0
454,10,12,60000,1.0,0.10787837900734513,0.01,0
455,1,12,60000,1.0,0.043830115286903205,0.001,84
455,2,12,60000,1.0,0.06775391775934919,0.002,63
455,3,12,60000,1.0,0.06869075658089968,0.003,46
455,4,12,60000,1.0,0.0719203775365885,0.004,40
455,5,12,60000,1.0,0.07630283397284693,0.005,24
455,6,12,60000,1.0,0.07630283397284693,0.006,24
455,7,12,60000,1.0,0.07646311493788764,0.007,20
455,8,12,60000,1.0,0.07649505813837486,0.008,19
455,9,12,60000,1.0,0.07649505813837486,0.009,19
455,10,12,60000,1.0,0.07649505813837486,0.01,19
456,1,12,60000,1.0,0.026088361345628985,0.001,137
456,2,12,60000,1.0,0.032033641322374934,0.002,76
456,3,12,60000,1.0,0.044176960810127064,0.003,52
456,4,12,60000,1.0,0.06864089098138586,0.004,25
456,5,12,60000,1.0,0.07264558268856088,0.005,21
456,6,12,60000,1.0,0.07427207077210268,0.006,20
456,7,12,60000,1.0,0.08500131666723583,0.007,12
456,8,12,60000,1.0,0.08586458584444415,0.008,11
456,9,12,60000,1.0,0.08835877165707842,0.009,10
456,10,12,60000,1.0,0.10536230532905395,0.01,3
457,1,12,60000,1.0,0.029585423673356877,0.001,91
457,2,12,60000,1.0,0.03575623788282206,0.002,66
457,3,12,60000,1.0,0.03575623788282206,0.003,66
457,4,12,60000,1.0,0.03575623788282206,0.004,66
457,5,12,60000,1.0,0.060926118221858505,0.005,44
457,6,12,60000,1.0,0.108064419077964,0.006,0
457,7,12,60000,1.0,0.108064419077964,0.007,0
457,8,12,60000,1.0,0.108064419077964,0.008,0
457,9,12,60000,1.0,0.108064419077964,0.009,0
457,10,12,60000,1.0,0.108064419077964,0.01,0
458,1,12,60000,1.0,0.03146727208715757,0.001,131
458,2,12,60000,1.0,0.042882356548640685,0.002,78
458,3,12,60000,1.0,0.05174045652002034,0.003,50
458,4,12,60000,1.0,0.057726801142189345,0.004,38
458,5,12,60000,1.0,0.07050427388195882,0.005,21
458,6,12,60000,1.0,0.07282315254007567,0.006,19
458,7,12,60000,1.0,0.07930549737645669,0.007,14
458,8,12,60000,1.0,0.08123152885059234,0.008,13
458,9,12,60000,1.0,0.08190166372649636,0.009,12
458,10,12,60000,1.0,0.08828683722128577,0.01,10
459,1,12,60000,1.0,0.03364639610854931,0.001,117
459,2,12,60000,1.0,0.03851855896827779,0.002,73
459,3,12,60000,1.0,0.049329506153021827,0.003,58
459,4,12,60000,1.0,0.06419363665741114,0.004,35
459,5,12,60000,1.0,0.07997090867094152,0.005,22
459,6,12,60000,1.0,0.08757645651369457,0.006,13
459,7,12,60000,1.0,0.08951454813187437,0.007,9
459,8,12,60000,1.0,0.09422827269397152,0.008,6
459,9,12,60000,1.0,0.09422827269397152,0.009,6
459,10,12,60000,1.0,0.09422827269397152,0.01,6
460,1,12,60000,1.0,0.028326706412321667,0.001,112
460,2,12,60000,1.0,0.03584078082849668,0.002,66
460,3,12,60000,1.0,0.03584078082849668,0.003,66
460,4,12,60000,1.0,0.03584078082849668,0.004,66
460,5,12,60000,1.0,0.0646435279789587,0.005,40
460,6,12,60000,1.0,0.10785390756677468,0.006,0
460,7,12,60000,1.0,0.10785390756677468,0.007,0
460,8,12,60000,1.0,0.10785390756677468,0.008,0
460,9,12,60000,1.0,0.10785390756677468,0.009,0
460,10,12,60000,1.0,0.10785390756677468,0.01,0
461,1,12,60000,1.2,0.10954504064184731,0.001,83
461,2,12,60000,1.2,0.027677849725140004,0.002,161
461,3,12,60000,1.2,0.032521398601814765,0.003,97
461,4,12,60000,1.2,0.036070315968048695,0.004,75
461,5,12,60000,1.2,0.039159410482016085,0.005,67
461,6,12,60000,1.2,0.05661661575489276,0.006,50
461,7,12,60000,1.2,0.06797711139178247,0.007,39
461,8,12,60000,1.2,0.07787101744907785,0.008,32
461,9,12,60000,1.2,0.08627563884203188,0.009,27
461,10,12,60000,1.2,0.09379552605836367,0.01,23
462,1,12,60000,1.2,0.03051894257026036,0.001,280
462,2,12,60000,1.2,0.0344229010084591,0.002,137
462,3,12,60000,1.2,0.04109537988417006,0.003,92
462,4,12,60000,1.2,0.051995915331273235,0.004,69
462,5,12,60000,1.2,0.06765253166802737,0.005,53
462,6,12,60000,1.2,0.07878969199257986,0.006,45
462,7,12,60000,1.2,0.08872125947571236,0.007,36
462,8,12,60000,1.2,0.09264656494069247,0.008,25
462,9,12,60000,1.2,0.09768116253790865,0.009,18
462,10,12,60000,1.2,0.10026194501095956,0.01,14
463,1,12,60000,1.2,0.032518072059443945,0.001,292
463,2,12,60000,1.2,0.03756549445031985,0.002,151
463,3,12,60000,1.2,0.04030255550448105,0.003,114
463,4,12,60000,1.2,0.052648438422991356,0.004,84
463,5,12,60000,1.2,0.06119940093267157,0.005,67
463,6,12,60000,1.2,0.06799080604482675,0.006,50
463,7,12,60000,1.2,0.08560665799810124,0.007,31
463,8,12,60000,1.2,0.08559414490410476,0.008,30
463,9,12,60000,1.2,0.09009184649259566,0.009,21
463,10,12,60000,1.2,0.09254622557186876,0.01,19
464,1,12,60000,1.2,0.030421009090664874,0.001,289
464,2,12,60000,1.2,0.028132161925040484,0.002,241
464,3,12,60000,1.2,0.042639781392624025,0.003,66
464,4,12,60000,1.2,0.042639781392624025,0.004,66
464,5,12,60000,1.2,0.042639781392624025,0.005,66
464,6,12,60000,1.2,0.042639781392624025,0.006,66
464,7,12,60000,1.2,0.042639781392624025,0.007,66
464,8,12,60000,1.2,0.04368327528242549,0.008,65
464,9,12,60000,1.2,0.09017202061557857,0.009,34
464,10,12,60000,1.2,0.13516943297034487,0.01,0
465,1,12,60000,1.2,0.02669109030761182,0.001,286
465,2,12,60000,1.2,0.025805639361541236,0.002,184
465,3,12,60000,1.2,0.04207207569700557,0.003,66
465,4,12,60000,1.2,0.04207207569700557,0.004,66
465,5,12,60000,1.2,0.04207207569700557,0.005,66
465,6,12,60000,1.2,0.04207207569700557,0.006,66
465,7,12,60000,1.2,0.04207207569700557,0.007,66
465,8,12,60000,1.2,0.04306613260881387,0.008,65
465,9,12,60000,1.2,0.09609754689267865,0.009,30
465,10,12,60000,1.2,0.13510077415572652,0.01,0
466,1,12,60000,1.2,0.08722392543249587,0.001,94
466,2,12,60000,1.2,0.03398994448640559,0.002,137
466,3,12,60000,1.2,0.04132145020504411,0.003,84
466,4,12,60000,1.2,0.04466688498139319,0.004,76
466,5,12,60000,1.2,0.04487128260608486,0.005,72
466,6,12,60000,1.2,0.05654341250199796,0.006,59
466,7,12,60000,1.2,0.07359162411248862,0.007,43
466,8,12,60000,1.2,0.0806040869125426,0.008,36
466,9,12,60000,1.2,0.09598579359369845,0.009,26
466,10,12,60000,1.2,0.11081524983723352,0.01,14
467,1,12,60000,1.2,0.03125465781180486,0.001,287
467,2,12,60000,1.2,0.03803178340044038,0.002,132
467,3,12,60000,1.2,0.04238432889717127,0.003,102
467,4,12,60000,1.2,0.055273411959025694,0.004,67
467,5,12,60000,1.2,0.06072629497588842,0.005,57
467,6,12,60000,1.2,0.08397796801934762,0.006,42
467,7,12,60000,1.2,0.09314262000511266,0.007,35
467,8,12,60000,1.2,0.10147043303552959,0.008,27
467,9,12,60000,1.2,0.10822491256107564,0.009,16
467,10,12,60000,1.2,0.1093649005909107,0.01,12
468,1,12,60000,1.2,0.10265023137736556,0.001,83
468,2,12,60000,1.2,0.03639887856820754,0.002,150
468,3,12,60000,1.2,0.04985320548130468,0.003,87
468,4,12,60000,1.2,0.049868747566229644,0.004,86
468,5,12,60000,1.2,0.051407033347843606,0.005,74
468,6,12,60000,1.2,0.06041563684142192,0.006,55
468,7,12,60000,1.2,0.07900265866864586,0.007,43
468,8,12,60000,1.2,0.08818492303239372,0.008,33
468,9,12,60000,1.2,0.08985769980983792,0.009,20
468,10,12,60000,1.2,0.08985769980983792,0.01,20
469,1,12,60000,1.2,0.03091178891751237,0.001,254
469,2,12,60000,1.2,0.04120873505612745,0.002,116
469,3,12,60000,1.2,0.04272375734375372,0.003,91
469,4,12,60000,1.2,0.04402588197354304,0.004,77
469,5,12,60000,1.2,0.05900942954018477,0.005,54
469,6,12,60000,1.2,0.09867309337437381,0.006,36
469,7,12,60000,1.2,0.10539571418536073,0.007,31
469,8,12,60000,1.2,0.10602160219625505,0.008,26
469,9,12,60000,1.2,0.11101879902672511,0.009,20
469,10,12,60000,1.2,0.11101879902672511,0.01,20
470,1,12,60000,1.2,0.10678866807227454,0.001,85
470,2,12,60000,1.2,0.03576458854028871,0.002,172
470,3,12,60000,1.2,0.047751042432659034,0.003,84
470,4,12,60000,1.2,0.0511808497936278,0.004,76
470,5,12,60000,1.2,0.05197550495613156,0.005,72
470,6,12,60000,1.2,0.06076723408680564,0.006,60
470,7,12,60000,1.2,0.08059472126094568,0.007,45
470,8,12,60000,1.2,0.09511174875284344,0.008,32
470,9,12,60000,1.2,0.10265418907703334,0.009,23
470,10,12,60000,1.2,0.11405458369049729,0.01,18
471,1,12,60000,1.4,0.034006426339439615,0.001,296
471,2,12,60000,1.4,0.032990730916207106,0.002,251
471,3,12,60000,1.4,0.04757906642195935,0.003,75
471,4,12,60000,1.4,0.05397179553072524,0.004,66
471,5,12,60000,1.4,0.09454435922028542,0.005,50
471,6,12,60000,1.4,0.09454435922028542,0.006,50
